"Population by Caste/Ethinicity","Number"
"Badhaee",""
"Female","7"
"Male","13"
"Bangali",""
"Female","28"
"Male","34"
"Bantaba",""
"Female","20"
"Male","26"
"Baraee",""
"Female","134"
"Male","132"
"Bhote",""
"Female","28"
"Male","36"
"Bin",""
"Female","1042"
"Male","1104"
"Brahman - Hill",""
"Female","80"
"Male","79"
"Brahman - Tarai",""
"Female","59"
"Male","67"
"Chamar/ Harijan/ Ram",""
"Female","1148"
"Male","1173"
"Chhetri",""
"Female","12"
"Male","13"
"Damai/Dholi",""
"Female","52"
"Male","40"
"Dhanuk",""
"Female","14"
"Male","13"
"Dhobi",""
"Female","448"
"Male","485"
"Dhunia",""
"Female","43"
"Male","38"
"Dom",""
"Female","34"
"Male","42"
"Dusadh/ Pasawan/ Pasi",""
"Female","1007"
"Male","1085"
"Hajam/Thakur",""
"Female","273"
"Male","290"
"Halkhor",""
"Female","11"
"Male","5"
"Kahar",""
"Female","136"
"Male","181"
"Kalwar",""
"Female","973"
"Male","1045"
"Kami",""
"Female","9"
"Male","5"
"Kanu",""
"Female","1183"
"Male","1271"
"Kathabaniyan",""
"Female","46"
"Male","53"
"Kayastha",""
"Female","51"
"Male","45"
"Koiri/Kushwaha",""
"Female","2684"
"Male","2772"
"Kumal",""
"Female","66"
"Male","78"
"Kumhar",""
"Female","495"
"Male","513"
"Kurmi",""
"Female","940"
"Male","977"
"Lohar",""
"Female","552"
"Male","555"
"Mali",""
"Female","81"
"Male","101"
"Mallaha",""
"Female","394"
"Male","408"
"Musahar",""
"Female","221"
"Male","276"
"Musalman",""
"Female","4126"
"Male","4195"
"Natuwa",""
"Female","21"
"Male","21"
"Nuniya",""
"Female","834"
"Male","921"
"Others",""
"Female","43"
"Male","12"
"Rajput",""
"Female","18"
"Male","20"
"Sanyasi/Dasnami",""
"Female","74"
"Male","76"
"Sonar",""
"Female","129"
"Male","150"
"Sunuwar",""
"Female","6"
"Male","5"
"Tatma/Tatwa",""
"Female","510"
"Male","558"
"Teli",""
"Female","1139"
"Male","1218"
"Terai Others",""
"Female","241"
"Male","259"
"Yadav",""
"Female","4124"
"Male","4604"
"Yakkha",""
"Female","19"
"Male","21"
