"Population by Single Year of Age","Number"
"0",""
"Female","184"
"Male","182"
"1",""
"Female","173"
"Male","191"
"10",""
"Female","269"
"Male","272"
"11",""
"Female","196"
"Male","234"
"12",""
"Female","279"
"Male","307"
"13",""
"Female","210"
"Male","223"
"14",""
"Female","231"
"Male","271"
"15",""
"Female","194"
"Male","195"
"16",""
"Female","205"
"Male","225"
"17",""
"Female","117"
"Male","131"
"18",""
"Female","228"
"Male","212"
"19",""
"Female","102"
"Male","128"
"2",""
"Female","197"
"Male","235"
"20",""
"Female","201"
"Male","159"
"21",""
"Female","102"
"Male","94"
"22",""
"Female","163"
"Male","163"
"23",""
"Female","117"
"Male","134"
"24",""
"Female","122"
"Male","136"
"25",""
"Female","204"
"Male","177"
"26",""
"Female","128"
"Male","148"
"27",""
"Female","91"
"Male","121"
"28",""
"Female","175"
"Male","209"
"29",""
"Female","59"
"Male","95"
"3",""
"Female","224"
"Male","217"
"30",""
"Female","222"
"Male","220"
"31",""
"Female","40"
"Male","93"
"32",""
"Female","116"
"Male","149"
"33",""
"Female","66"
"Male","56"
"34",""
"Female","77"
"Male","93"
"35",""
"Female","179"
"Male","250"
"36",""
"Female","94"
"Male","78"
"37",""
"Female","52"
"Male","50"
"38",""
"Female","97"
"Male","130"
"39",""
"Female","35"
"Male","48"
"4",""
"Female","242"
"Male","243"
"40",""
"Female","182"
"Male","177"
"41",""
"Female","55"
"Male","58"
"42",""
"Female","66"
"Male","74"
"43",""
"Female","42"
"Male","45"
"44",""
"Female","34"
"Male","46"
"45",""
"Female","147"
"Male","166"
"46",""
"Female","58"
"Male","73"
"47",""
"Female","28"
"Male","45"
"48",""
"Female","55"
"Male","67"
"49",""
"Female","17"
"Male","31"
"5",""
"Female","205"
"Male","319"
"50",""
"Female","133"
"Male","130"
"51",""
"Female","28"
"Male","41"
"52",""
"Female","41"
"Male","53"
"53",""
"Female","16"
"Male","23"
"54",""
"Female","18"
"Male","22"
"55",""
"Female","80"
"Male","99"
"56",""
"Female","29"
"Male","41"
"57",""
"Female","21"
"Male","27"
"58",""
"Female","43"
"Male","37"
"59",""
"Female","26"
"Male","33"
"6",""
"Female","240"
"Male","267"
"60",""
"Female","116"
"Male","106"
"61",""
"Female","33"
"Male","38"
"62",""
"Female","35"
"Male","36"
"63",""
"Female","16"
"Male","18"
"64",""
"Female","19"
"Male","19"
"65",""
"Female","84"
"Male","74"
"66",""
"Female","14"
"Male","19"
"67",""
"Female","21"
"Male","22"
"68",""
"Female","19"
"Male","25"
"69",""
"Female","7"
"Male","12"
"7",""
"Female","218"
"Male","262"
"70",""
"Female","51"
"Male","51"
"71",""
"Female","16"
"Male","8"
"72",""
"Female","11"
"Male","13"
"73",""
"Female","6"
"Male","11"
"74",""
"Female","5"
"Male","12"
"75",""
"Female","31"
"Male","23"
"76",""
"Female","10"
"Male","13"
"77",""
"Female","5"
"Male","4"
"78",""
"Female","5"
"Male","4"
"79",""
"Female","1"
"Male","1"
"8",""
"Female","251"
"Male","281"
"80",""
"Female","11"
"Male","13"
"81",""
"Female","3"
"Male","5"
"82",""
"Female","3"
"Male","6"
"83",""
"Female","1"
"Male","3"
"84",""
"Female","0"
"Male","2"
"85",""
"Female","18"
"Male","22"
"9",""
"Female","216"
"Male","232"
