"Population by Caste Ethinicity","Number"
"Badi",""
"Female","26"
"Male","29"
"","55"
"Bote",""
"Female","7"
"Male","6"
"","13"
"Brahman - Hill",""
"Female","3260"
"Male","2616"
"","5876"
"Brahman - Tarai",""
"Female","33"
"Male","44"
"","77"
"Chamar/ Harijan/ Ram",""
"Female","373"
"Male","385"
"","758"
"Chhetri",""
"Female","3273"
"Male","2589"
"","5862"
"Dalit Others",""
"Female","188"
"Male","205"
"","393"
"Damai/Dholi",""
"Female","709"
"Male","573"
"","1282"
"Darai",""
"Female","19"
"Male","13"
"","32"
"Dhobi",""
"Female","72"
"Male","56"
"","128"
"Dusadh/ Pasawan/ Pasi",""
"Female","140"
"Male","132"
"","272"
"Gaine",""
"Female","62"
"Male","50"
"","112"
"Gharti/Bhujel",""
"Female","43"
"Male","31"
"","74"
"Gurung",""
"Female","310"
"Male","231"
"","541"
"Hajam/Thakur",""
"Female","37"
"Male","46"
"","83"
"Halwai",""
"Female","34"
"Male","31"
"","65"
"Kalwar",""
"Female","31"
"Male","32"
"","63"
"Kami",""
"Female","3018"
"Male","2448"
"","5466"
"Kanu",""
"Female","13"
"Male","11"
"","24"
"Kathabaniyan",""
"Female","48"
"Male","49"
"","97"
"Kayastha",""
"Female","39"
"Male","45"
"","84"
"Kumal",""
"Female","33"
"Male","22"
"","55"
"Kurmi",""
"Female","137"
"Male","154"
"","291"
"Lodh",""
"Female","6"
"Male","8"
"","14"
"Lohar",""
"Female","18"
"Male","16"
"","34"
"Magar",""
"Female","1417"
"Male","1146"
"","2563"
"Majhi",""
"Female","26"
"Male","19"
"","45"
"Mallaha",""
"Female","5"
"Male","9"
"","14"
"Musalman",""
"Female","695"
"Male","645"
"","1340"
"Newar",""
"Female","299"
"Male","233"
"","532"
"Others",""
"Female","38"
"Male","28"
"","66"
"Pattharkatta/ Kushwadiya",""
"Female","14"
"Male","8"
"","22"
"Punjabi/Sikh",""
"Female","8"
"Male","10"
"","18"
"Rai",""
"Female","20"
"Male","9"
"","29"
"Rajbansi",""
"Female","47"
"Male","37"
"","84"
"Sanyasi/Dasnami",""
"Female","183"
"Male","143"
"","326"
"Sarki",""
"Female","334"
"Male","301"
"","635"
"Tamang",""
"Female","126"
"Male","100"
"","226"
"Teli",""
"Female","15"
"Male","19"
"","34"
"Terai Others",""
"Female","39"
"Male","43"
"","82"
"Thakuri",""
"Female","715"
"Male","528"
"","1243"
"Tharu",""
"Female","9181"
"Male","8712"
"","17893"
"Yadav",""
"Female","481"
"Male","484"
"","965"
