"Population by Single Year of Age","Number"
"0",""
"Female","214"
"Male","208"
"1",""
"Female","208"
"Male","210"
"10",""
"Female","342"
"Male","363"
"11",""
"Female","295"
"Male","272"
"12",""
"Female","344"
"Male","386"
"13",""
"Female","304"
"Male","321"
"14",""
"Female","309"
"Male","306"
"15",""
"Female","325"
"Male","290"
"16",""
"Female","288"
"Male","304"
"17",""
"Female","309"
"Male","265"
"18",""
"Female","318"
"Male","281"
"19",""
"Female","219"
"Male","178"
"2",""
"Female","203"
"Male","209"
"20",""
"Female","243"
"Male","159"
"21",""
"Female","179"
"Male","119"
"22",""
"Female","247"
"Male","153"
"23",""
"Female","194"
"Male","118"
"24",""
"Female","156"
"Male","96"
"25",""
"Female","197"
"Male","135"
"26",""
"Female","178"
"Male","102"
"27",""
"Female","139"
"Male","85"
"28",""
"Female","164"
"Male","113"
"29",""
"Female","71"
"Male","54"
"3",""
"Female","215"
"Male","242"
"30",""
"Female","223"
"Male","122"
"31",""
"Female","78"
"Male","40"
"32",""
"Female","130"
"Male","99"
"33",""
"Female","96"
"Male","71"
"34",""
"Female","80"
"Male","67"
"35",""
"Female","237"
"Male","108"
"36",""
"Female","107"
"Male","84"
"37",""
"Female","105"
"Male","64"
"38",""
"Female","137"
"Male","70"
"39",""
"Female","81"
"Male","60"
"4",""
"Female","253"
"Male","269"
"40",""
"Female","204"
"Male","166"
"41",""
"Female","91"
"Male","81"
"42",""
"Female","132"
"Male","107"
"43",""
"Female","91"
"Male","91"
"44",""
"Female","95"
"Male","83"
"45",""
"Female","140"
"Male","116"
"46",""
"Female","111"
"Male","98"
"47",""
"Female","93"
"Male","95"
"48",""
"Female","128"
"Male","102"
"49",""
"Female","77"
"Male","82"
"5",""
"Female","312"
"Male","268"
"50",""
"Female","188"
"Male","157"
"51",""
"Female","77"
"Male","79"
"52",""
"Female","106"
"Male","94"
"53",""
"Female","102"
"Male","84"
"54",""
"Female","73"
"Male","73"
"55",""
"Female","119"
"Male","90"
"56",""
"Female","70"
"Male","78"
"57",""
"Female","67"
"Male","76"
"58",""
"Female","72"
"Male","63"
"59",""
"Female","79"
"Male","70"
"6",""
"Female","323"
"Male","269"
"60",""
"Female","131"
"Male","100"
"61",""
"Female","78"
"Male","75"
"62",""
"Female","86"
"Male","67"
"63",""
"Female","69"
"Male","44"
"64",""
"Female","60"
"Male","48"
"65",""
"Female","89"
"Male","79"
"66",""
"Female","44"
"Male","43"
"67",""
"Female","77"
"Male","57"
"68",""
"Female","55"
"Male","65"
"69",""
"Female","18"
"Male","30"
"7",""
"Female","277"
"Male","314"
"70",""
"Female","95"
"Male","74"
"71",""
"Female","22"
"Male","37"
"72",""
"Female","37"
"Male","47"
"73",""
"Female","33"
"Male","49"
"74",""
"Female","26"
"Male","13"
"75",""
"Female","60"
"Male","42"
"76",""
"Female","26"
"Male","24"
"77",""
"Female","29"
"Male","16"
"78",""
"Female","24"
"Male","39"
"79",""
"Female","8"
"Male","9"
"8",""
"Female","299"
"Male","329"
"80",""
"Female","49"
"Male","23"
"81",""
"Female","11"
"Male","19"
"82",""
"Female","14"
"Male","17"
"83",""
"Female","8"
"Male","14"
"84",""
"Female","5"
"Male","9"
"85",""
"Female","69"
"Male","55"
"9",""
"Female","288"
"Male","277"
