"Population by Caste/Ethinicity","Number"
"Badi",""
"Female","50"
"Male","42"
"Bantaba",""
"Female","29"
"Male","24"
"Brahman - Hill",""
"Female","1079"
"Male","980"
"Chamling",""
"Female","116"
"Male","94"
"Chhetri",""
"Female","3379"
"Male","2921"
"Damai/Dholi",""
"Female","301"
"Male","259"
"Gharti/Bhujel",""
"Female","170"
"Male","154"
"Kami",""
"Female","969"
"Male","846"
"Magar",""
"Female","241"
"Male","216"
"Majhi",""
"Female","27"
"Male","27"
"Newar",""
"Female","640"
"Male","529"
"Others",""
"Female","22"
"Male","24"
"Rai",""
"Female","3918"
"Male","3384"
"Sanyasi/Dasnami",""
"Female","127"
"Male","115"
"Sarki",""
"Female","410"
"Male","361"
"Sherpa",""
"Female","121"
"Male","102"
"Tamang",""
"Female","375"
"Male","319"
"Thakuri",""
"Female","9"
"Male","5"
"Thami",""
"Female","29"
"Male","31"
"Tharu",""
"Female","4"
"Male","10"
"Undefined Others",""
"Female","9"
"Male","6"
