"Population by Educational Attainment","Number"
"Beginners",""
"Female","369"
"Male","394"
"Graduate and Equivalent",""
"Female","21"
"Male","68"
"Intermediate and Equivalent",""
"Female","235"
"Male","269"
"Level not Stated",""
"Female","19"
"Male","50"
"Lower Secondary (Class 6-8)",""
"Female","1355"
"Male","1479"
"Non Formal Education",""
"Female","371"
"Male","447"
"Others",""
"Female","2"
"Male","7"
"Post Graduate Equivalent and Above",""
"Female","5"
"Male","32"
"Primary Education (1-5 Class)",""
"Female","3050"
"Male","3190"
"Secondary Level (Class 9-10)",""
"Female","622"
"Male","820"
"SLC and Equivalent",""
"Female","646"
"Male","813"
