"Population by Educational Attainment","Number"
"Beginners",""
"Female","140"
"Male","144"
"","284"
"Graduate and Equivalent",""
"Female","32"
"Male","49"
"","81"
"Intermediate and Equivalent",""
"Female","199"
"Male","236"
"","435"
"Level not Stated",""
"Female","62"
"Male","66"
"","128"
"Lower Secondary (Class 6-8)",""
"Female","1160"
"Male","1156"
"","2316"
"Non Formal Education",""
"Female","335"
"Male","228"
"","563"
"Others",""
"Female","2"
"Male","3"
"","5"
"Post Graduate Equivalent and Above",""
"Female","3"
"Male","16"
"","19"
"Primary Education (1-5 Class)",""
"Female","2313"
"Male","2649"
"","4962"
"Secondary Level (Class 9-10)",""
"Female","497"
"Male","544"
"","1041"
"SLC and Equivalent",""
"Female","322"
"Male","421"
"","743"
