"Population by disability type","Number"
"Blind/low vision",""
"Female","92"
"Male","62"
"","154"
"Deaf/hard of hearing",""
"Female","81"
"Male","79"
"","160"
"Deaf-Blind",""
"Female","10"
"Male","2"
"","12"
"Intellectual disable",""
"Female","5"
"Male","3"
"","8"
"Mental disable",""
"Female","13"
"Male","10"
"","23"
"Multiple disable",""
"Female","22"
"Male","17"
"","39"
"No disability",""
"Female","12441"
"Male","9419"
"","21860"
"Physical",""
"Female","98"
"Male","80"
"","178"
"Speech problem",""
"Female","17"
"Male","32"
"","49"
