"Population by disability type","Number"
"Blind/low vision",""
"Female","87"
"Male","51"
"","138"
"Deaf/hard of hearing",""
"Female","76"
"Male","72"
"","148"
"Deaf-Blind",""
"Female","11"
"Male","10"
"","21"
"Intellectual disable",""
"Female","5"
"Male","10"
"","15"
"Mental disable",""
"Female","26"
"Male","27"
"","53"
"Multiple disable",""
"Female","24"
"Male","22"
"","46"
"No disability",""
"Female","10990"
"Male","9083"
"","20073"
"Physical",""
"Female","106"
"Male","154"
"","260"
"Speech problem",""
"Female","36"
"Male","39"
"","75"
