"Population by Educational Attainment","Number"
"Beginners",""
"Female","204"
"Male","202"
"","406"
"Graduate and Equivalent",""
"Female","45"
"Male","71"
"","116"
"Intermediate and Equivalent",""
"Female","252"
"Male","238"
"","490"
"Level not Stated",""
"Female","28"
"Male","36"
"","64"
"Lower Secondary (Class 6-8)",""
"Female","1215"
"Male","1286"
"","2501"
"Non Formal Education",""
"Female","230"
"Male","291"
"","521"
"Others",""
"Female","0"
"Male","2"
"","2"
"Post Graduate Equivalent and Above",""
"Female","9"
"Male","41"
"","50"
"Primary Education (1-5 Class)",""
"Female","2367"
"Male","2633"
"","5000"
"Secondary Level (Class 9-10)",""
"Female","596"
"Male","580"
"","1176"
"SLC and Equivalent",""
"Female","537"
"Male","625"
"","1162"
