"Population by disability type","Number"
"Blind/low vision",""
"Female","79"
"Male","58"
"","137"
"Deaf/hard of hearing",""
"Female","59"
"Male","50"
"","109"
"Deaf-Blind",""
"Female","10"
"Male","6"
"","16"
"Intellectual disable",""
"Female","5"
"Male","9"
"","14"
"Mental disable",""
"Female","15"
"Male","26"
"","41"
"Multiple disable",""
"Female","41"
"Male","22"
"","63"
"No disability",""
"Female","10955"
"Male","8239"
"","19194"
"Physical",""
"Female","166"
"Male","165"
"","331"
"Speech problem",""
"Female","20"
"Male","32"
"","52"
