"Population by Educational Attainment","Number"
"Beginners",""
"Female","284"
"Male","329"
"","613"
"Graduate and Equivalent",""
"Female","4"
"Male","55"
"","59"
"Intermediate and Equivalent",""
"Female","90"
"Male","169"
"","259"
"Level not Stated",""
"Female","10"
"Male","8"
"","18"
"Lower Secondary (Class 6-8)",""
"Female","1133"
"Male","1327"
"","2460"
"Non Formal Education",""
"Female","130"
"Male","145"
"","275"
"Others",""
"Female","7"
"Male","8"
"","15"
"Post Graduate Equivalent and Above",""
"Female","0"
"Male","21"
"","21"
"Primary Education (1-5 Class)",""
"Female","2759"
"Male","2973"
"","5732"
"Secondary Level (Class 9-10)",""
"Female","415"
"Male","654"
"","1069"
"SLC and Equivalent",""
"Female","165"
"Male","291"
"","456"
