"Population by Educational Attainment","Number"
"Beginners",""
"Female","72"
"Male","95"
"Graduate and Equivalent",""
"Female","5"
"Male","19"
"Intermediate and Equivalent",""
"Female","45"
"Male","65"
"Level not Stated",""
"Female","23"
"Male","42"
"Lower Secondary (Class 6-8)",""
"Female","731"
"Male","702"
"Non Formal Education",""
"Female","288"
"Male","238"
"Others",""
"Female","0"
"Male","3"
"Post Graduate Equivalent and Above",""
"Female","0"
"Male","8"
"Primary Education (1-5 Class)",""
"Female","1749"
"Male","1840"
"Secondary Level (Class 9-10)",""
"Female","283"
"Male","331"
"SLC and Equivalent",""
"Female","148"
"Male","198"
