"Population by Educational Attainment","Number"
"Beginners",""
"Female","309"
"Male","373"
"Graduate and Equivalent",""
"Female","43"
"Male","92"
"Intermediate and Equivalent",""
"Female","209"
"Male","249"
"Level not Stated",""
"Female","9"
"Male","14"
"Lower Secondary (Class 6-8)",""
"Female","2576"
"Male","2192"
"Non Formal Education",""
"Female","696"
"Male","536"
"Others",""
"Female","0"
"Male","2"
"Post Graduate Equivalent and Above",""
"Female","5"
"Male","26"
"Primary Education (1-5 Class)",""
"Female","4237"
"Male","4427"
"Secondary Level (Class 9-10)",""
"Female","1272"
"Male","1170"
"SLC and Equivalent",""
"Female","844"
"Male","763"
