"Population by Mother tongue","Number"
"Bantawa",""
"Female","273"
"Male","219"
"Bhojpuri",""
"Female","17"
"Male","15"
"Bhujel",""
"Female","15"
"Male","12"
"Chamling",""
"Female","101"
"Male","77"
"Doteli",""
"Female","8"
"Male","3"
"Dumi",""
"Female","16"
"Male","16"
"Dungmali",""
"Female","38"
"Male","34"
"Gurung",""
"Female","147"
"Male","105"
"Khaling",""
"Female","21"
"Male","20"
"Koyee",""
"Female","16"
"Male","18"
"Kulung",""
"Female","69"
"Male","46"
"Kumal",""
"Female","15"
"Male","17"
"Limbu",""
"Female","3316"
"Male","2716"
"Magar",""
"Female","2044"
"Male","1727"
"Maithili",""
"Female","149"
"Male","158"
"Mewahang",""
"Female","4"
"Male","7"
"Nachhiring",""
"Female","10"
"Male","12"
"Nepali",""
"Female","7296"
"Male","6024"
"Newar",""
"Female","157"
"Male","147"
"Not Reported",""
"Female","21"
"Male","15"
"Others",""
"Female","56"
"Male","47"
"Rai",""
"Female","959"
"Male","794"
"Sampang",""
"Female","25"
"Male","22"
"Sign Language",""
"Female","10"
"Male","9"
"Tamang",""
"Female","1194"
"Male","1002"
"Tharu",""
"Female","21"
"Male","28"
"Thulung",""
"Female","13"
"Male","7"
"Uranw/Urau",""
"Female","11"
"Male","14"
"Urdu",""
"Female","9"
"Male","15"
"Yakkha",""
"Female","80"
"Male","64"
"Yamphu/Yamphe",""
"Female","509"
"Male","421"
