"Population by Caste/Ethinicity","Number"
"Bantaba",""
"Female","91"
"Male","72"
"Brahman - Hill",""
"Female","1320"
"Male","1099"
"Chamling",""
"Female","15"
"Male","14"
"Chhetri",""
"Female","2343"
"Male","1907"
"Damai/Dholi",""
"Female","440"
"Male","364"
"Gharti/Bhujel",""
"Female","144"
"Male","111"
"Gurung",""
"Female","241"
"Male","180"
"Hajam/Thakur",""
"Female","16"
"Male","13"
"Halwai",""
"Female","26"
"Male","23"
"Jhangad/ Dhagar",""
"Female","11"
"Male","14"
"Kami",""
"Female","1066"
"Male","909"
"Kathabaniyan",""
"Female","6"
"Male","12"
"Kumal",""
"Female","20"
"Male","18"
"Kumhar",""
"Female","8"
"Male","9"
"Limbu",""
"Female","3658"
"Male","2981"
"Magar",""
"Female","2315"
"Male","1919"
"Majhi",""
"Female","10"
"Male","11"
"Musahar",""
"Female","71"
"Male","68"
"Musalman",""
"Female","9"
"Male","21"
"Newar",""
"Female","473"
"Male","397"
"Others",""
"Female","38"
"Male","40"
"Pattharkatta/ Kushwadiya",""
"Female","27"
"Male","27"
"Rai",""
"Female","1788"
"Male","1487"
"Sanyasi/Dasnami",""
"Female","114"
"Male","91"
"Sarki",""
"Female","168"
"Male","172"
"Sherpa",""
"Female","12"
"Male","10"
"Tamang",""
"Female","1332"
"Male","1115"
"Teli",""
"Female","29"
"Male","37"
"Thakuri",""
"Female","245"
"Male","187"
"Tharu",""
"Female","25"
"Male","37"
"Undefined Others",""
"Female","14"
"Male","20"
"Yadav",""
"Female","11"
"Male","12"
"Yakkha",""
"Female","117"
"Male","94"
"Yamphu",""
"Female","417"
"Male","340"
