"Population by Educational Attainment","Number"
"Beginners",""
"Female","1918"
"Male","2158"
"Graduate and Equivalent",""
"Female","525"
"Male","1082"
"Intermediate and Equivalent",""
"Female","2069"
"Male","2480"
"Level not Stated",""
"Female","98"
"Male","69"
"Lower Secondary (Class 6-8)",""
"Female","12262"
"Male","11644"
"Non Formal Education",""
"Female","4447"
"Male","3740"
"Others",""
"Female","32"
"Male","36"
"Post Graduate Equivalent and Above",""
"Female","110"
"Male","430"
"Primary Education (1-5 Class)",""
"Female","19525"
"Male","21208"
"Secondary Level (Class 9-10)",""
"Female","7550"
"Male","7333"
"SLC and Equivalent",""
"Female","5872"
"Male","5771"
