"Population by Educational Attainment","Number"
"Beginners",""
"Female","357"
"Male","412"
"","769"
"Graduate and Equivalent",""
"Female","139"
"Male","237"
"","376"
"Intermediate and Equivalent",""
"Female","495"
"Male","523"
"","1018"
"Level not Stated",""
"Female","61"
"Male","50"
"","111"
"Lower Secondary (Class 6-8)",""
"Female","3163"
"Male","2638"
"","5801"
"Non Formal Education",""
"Female","437"
"Male","379"
"","816"
"Others",""
"Female","6"
"Male","6"
"","12"
"Post Graduate Equivalent and Above",""
"Female","15"
"Male","95"
"","110"
"Primary Education (1-5 Class)",""
"Female","5399"
"Male","4870"
"","10269"
"Secondary Level (Class 9-10)",""
"Female","1770"
"Male","1426"
"","3196"
"SLC and Equivalent",""
"Female","1083"
"Male","1134"
"","2217"
