"Population by disability type","Number"
"Blind/low vision",""
"Female","82"
"Male","85"
"","167"
"Deaf/hard of hearing",""
"Female","73"
"Male","73"
"","146"
"Deaf-Blind",""
"Female","10"
"Male","6"
"","16"
"Intellectual disable",""
"Female","10"
"Male","9"
"","19"
"Mental disable",""
"Female","30"
"Male","36"
"","66"
"Multiple disable",""
"Female","36"
"Male","46"
"","82"
"No disability",""
"Female","21895"
"Male","19769"
"","41664"
"Physical",""
"Female","99"
"Male","142"
"","241"
"Speech problem",""
"Female","40"
"Male","52"
"","92"
