"Population by Single Year of Age","Number"
"0",""
"Female","244"
"Male","296"
"1",""
"Female","279"
"Male","254"
"10",""
"Female","590"
"Male","652"
"11",""
"Female","225"
"Male","217"
"12",""
"Female","404"
"Male","521"
"13",""
"Female","220"
"Male","271"
"14",""
"Female","284"
"Male","334"
"15",""
"Female","253"
"Male","322"
"16",""
"Female","316"
"Male","372"
"17",""
"Female","124"
"Male","208"
"18",""
"Female","266"
"Male","407"
"19",""
"Female","116"
"Male","134"
"2",""
"Female","387"
"Male","382"
"20",""
"Female","362"
"Male","386"
"21",""
"Female","98"
"Male","130"
"22",""
"Female","219"
"Male","307"
"23",""
"Female","246"
"Male","122"
"24",""
"Female","178"
"Male","159"
"25",""
"Female","276"
"Male","464"
"26",""
"Female","171"
"Male","154"
"27",""
"Female","142"
"Male","143"
"28",""
"Female","378"
"Male","238"
"29",""
"Female","61"
"Male","74"
"3",""
"Female","441"
"Male","414"
"30",""
"Female","395"
"Male","505"
"31",""
"Female","61"
"Male","57"
"32",""
"Female","254"
"Male","217"
"33",""
"Female","188"
"Male","96"
"34",""
"Female","130"
"Male","92"
"35",""
"Female","309"
"Male","547"
"36",""
"Female","111"
"Male","111"
"37",""
"Female","111"
"Male","77"
"38",""
"Female","295"
"Male","188"
"39",""
"Female","58"
"Male","51"
"4",""
"Female","418"
"Male","413"
"40",""
"Female","309"
"Male","489"
"41",""
"Female","37"
"Male","54"
"42",""
"Female","148"
"Male","138"
"43",""
"Female","119"
"Male","60"
"44",""
"Female","70"
"Male","56"
"45",""
"Female","187"
"Male","364"
"46",""
"Female","68"
"Male","69"
"47",""
"Female","33"
"Male","51"
"48",""
"Female","169"
"Male","111"
"49",""
"Female","28"
"Male","25"
"5",""
"Female","503"
"Male","519"
"50",""
"Female","177"
"Male","304"
"51",""
"Female","22"
"Male","30"
"52",""
"Female","69"
"Male","53"
"53",""
"Female","84"
"Male","21"
"54",""
"Female","35"
"Male","25"
"55",""
"Female","165"
"Male","223"
"56",""
"Female","42"
"Male","53"
"57",""
"Female","46"
"Male","31"
"58",""
"Female","119"
"Male","57"
"59",""
"Female","26"
"Male","44"
"6",""
"Female","443"
"Male","486"
"60",""
"Female","203"
"Male","243"
"61",""
"Female","21"
"Male","23"
"62",""
"Female","72"
"Male","53"
"63",""
"Female","64"
"Male","13"
"64",""
"Female","24"
"Male","27"
"65",""
"Female","155"
"Male","221"
"66",""
"Female","31"
"Male","26"
"67",""
"Female","31"
"Male","25"
"68",""
"Female","69"
"Male","64"
"69",""
"Female","18"
"Male","25"
"7",""
"Female","387"
"Male","386"
"70",""
"Female","155"
"Male","163"
"71",""
"Female","25"
"Male","19"
"72",""
"Female","36"
"Male","57"
"73",""
"Female","18"
"Male","20"
"74",""
"Female","21"
"Male","15"
"75",""
"Female","74"
"Male","80"
"76",""
"Female","10"
"Male","10"
"77",""
"Female","8"
"Male","9"
"78",""
"Female","5"
"Male","14"
"79",""
"Female","5"
"Male","8"
"8",""
"Female","549"
"Male","552"
"80",""
"Female","41"
"Male","41"
"81",""
"Female","2"
"Male","1"
"82",""
"Female","0"
"Male","5"
"83",""
"Female","2"
"Male","2"
"84",""
"Female","1"
"Male","2"
"85",""
"Female","34"
"Male","20"
"9",""
"Female","235"
"Male","220"
