"Population by Caste/Ethinicity","Number"
"Baraee",""
"Female","7"
"Male","12"
"Brahman - Hill",""
"Female","287"
"Male","292"
"Brahman - Tarai",""
"Female","916"
"Male","985"
"Chamar/ Harijan/ Ram",""
"Female","805"
"Male","862"
"Dhanuk",""
"Female","136"
"Male","154"
"Dhobi",""
"Female","366"
"Male","359"
"Dom",""
"Female","27"
"Male","26"
"Dusadh/ Pasawan/ Pasi",""
"Female","349"
"Male","379"
"Gharti/Bhujel",""
"Female","9"
"Male","9"
"Hajam/Thakur",""
"Female","276"
"Male","288"
"Halkhor",""
"Female","10"
"Male","13"
"Kahar",""
"Female","51"
"Male","54"
"Kalwar",""
"Female","282"
"Male","320"
"Kanu",""
"Female","343"
"Male","356"
"Kathabaniyan",""
"Female","714"
"Male","789"
"Kayastha",""
"Female","162"
"Male","201"
"Kewat",""
"Female","66"
"Male","84"
"Koiri/Kushwaha",""
"Female","267"
"Male","281"
"Kumhar",""
"Female","267"
"Male","275"
"Kurmi",""
"Female","447"
"Male","499"
"Lohar",""
"Female","348"
"Male","359"
"Mali",""
"Female","9"
"Male","10"
"Mallaha",""
"Female","1345"
"Male","1359"
"Marwadi",""
"Female","26"
"Male","40"
"Musalman",""
"Female","584"
"Male","586"
"Nuniya",""
"Female","25"
"Male","20"
"Others",""
"Female","38"
"Male","16"
"Rajput",""
"Female","5"
"Male","8"
"Sanyasi/Dasnami",""
"Female","43"
"Male","48"
"Sonar",""
"Female","14"
"Male","8"
"Sudhi",""
"Female","8"
"Male","8"
"Tatma/Tatwa",""
"Female","838"
"Male","865"
"Teli",""
"Female","964"
"Male","1030"
"Terai Others",""
"Female","8"
"Male","6"
"Tharu",""
"Female","15"
"Male","18"
"Yadav",""
"Female","3748"
"Male","4303"
