"Population by Educational Attainment","Number"
"Beginners",""
"Female","2"
"Male","5"
"Graduate and Equivalent",""
"Female","2"
"Male","26"
"Intermediate and Equivalent",""
"Female","64"
"Male","79"
"Level not Stated",""
"Female","1"
"Male","0"
"Lower Secondary (Class 6-8)",""
"Female","65"
"Male","65"
"Non Formal Education",""
"Female","17"
"Male","36"
"Others",""
"Female","0"
"Male","0"
"Post Graduate Equivalent and Above",""
"Female","0"
"Male","7"
"Primary Education (1-5 Class)",""
"Female","93"
"Male","127"
"Secondary Level (Class 9-10)",""
"Female","48"
"Male","42"
"SLC and Equivalent",""
"Female","36"
"Male","63"
