"Population by disability type","Number"
"Blind/low vision",""
"Female","38"
"Male","29"
"","67"
"Deaf/hard of hearing",""
"Female","23"
"Male","36"
"","59"
"Deaf-Blind",""
"Female","8"
"Male","9"
"","17"
"Intellectual disable",""
"Female","8"
"Male","4"
"","12"
"Mental disable",""
"Female","6"
"Male","20"
"","26"
"Multiple disable",""
"Female","24"
"Male","24"
"","48"
"No disability",""
"Female","8063"
"Male","6876"
"","14939"
"Physical",""
"Female","75"
"Male","92"
"","167"
"Speech problem",""
"Female","31"
"Male","28"
"","59"
