"Population by Educational Attainment","Number"
"Beginners",""
"Female","97"
"Male","107"
"","204"
"Graduate and Equivalent",""
"Female","26"
"Male","52"
"","78"
"Intermediate and Equivalent",""
"Female","95"
"Male","93"
"","188"
"Level not Stated",""
"Female","14"
"Male","15"
"","29"
"Lower Secondary (Class 6-8)",""
"Female","1035"
"Male","1078"
"","2113"
"Non Formal Education",""
"Female","536"
"Male","565"
"","1101"
"Others",""
"Female","4"
"Male","4"
"","8"
"Post Graduate Equivalent and Above",""
"Female","2"
"Male","23"
"","25"
"Primary Education (1-5 Class)",""
"Female","1931"
"Male","2008"
"","3939"
"Secondary Level (Class 9-10)",""
"Female","637"
"Male","697"
"","1334"
"SLC and Equivalent",""
"Female","398"
"Male","493"
"","891"
