"Population by Single Year of Age","Number"
"0",""
"Female","179"
"Male","213"
"1",""
"Female","182"
"Male","259"
"10",""
"Female","313"
"Male","315"
"11",""
"Female","284"
"Male","273"
"12",""
"Female","358"
"Male","336"
"13",""
"Female","322"
"Male","292"
"14",""
"Female","324"
"Male","310"
"15",""
"Female","303"
"Male","287"
"16",""
"Female","338"
"Male","237"
"17",""
"Female","284"
"Male","210"
"18",""
"Female","324"
"Male","188"
"19",""
"Female","254"
"Male","112"
"2",""
"Female","163"
"Male","222"
"20",""
"Female","275"
"Male","114"
"21",""
"Female","219"
"Male","89"
"22",""
"Female","249"
"Male","105"
"23",""
"Female","228"
"Male","78"
"24",""
"Female","229"
"Male","70"
"25",""
"Female","229"
"Male","92"
"26",""
"Female","195"
"Male","60"
"27",""
"Female","199"
"Male","66"
"28",""
"Female","195"
"Male","68"
"29",""
"Female","138"
"Male","54"
"3",""
"Female","212"
"Male","230"
"30",""
"Female","226"
"Male","71"
"31",""
"Female","116"
"Male","60"
"32",""
"Female","184"
"Male","66"
"33",""
"Female","123"
"Male","50"
"34",""
"Female","119"
"Male","68"
"35",""
"Female","227"
"Male","65"
"36",""
"Female","122"
"Male","50"
"37",""
"Female","123"
"Male","49"
"38",""
"Female","151"
"Male","63"
"39",""
"Female","130"
"Male","40"
"4",""
"Female","227"
"Male","247"
"40",""
"Female","244"
"Male","100"
"41",""
"Female","126"
"Male","52"
"42",""
"Female","144"
"Male","87"
"43",""
"Female","130"
"Male","58"
"44",""
"Female","84"
"Male","42"
"45",""
"Female","207"
"Male","86"
"46",""
"Female","108"
"Male","72"
"47",""
"Female","111"
"Male","80"
"48",""
"Female","116"
"Male","79"
"49",""
"Female","93"
"Male","69"
"5",""
"Female","260"
"Male","300"
"50",""
"Female","192"
"Male","115"
"51",""
"Female","119"
"Male","66"
"52",""
"Female","122"
"Male","95"
"53",""
"Female","97"
"Male","69"
"54",""
"Female","86"
"Male","53"
"55",""
"Female","123"
"Male","74"
"56",""
"Female","94"
"Male","63"
"57",""
"Female","101"
"Male","75"
"58",""
"Female","126"
"Male","67"
"59",""
"Female","67"
"Male","36"
"6",""
"Female","228"
"Male","229"
"60",""
"Female","166"
"Male","125"
"61",""
"Female","103"
"Male","84"
"62",""
"Female","100"
"Male","87"
"63",""
"Female","62"
"Male","64"
"64",""
"Female","78"
"Male","64"
"65",""
"Female","103"
"Male","79"
"66",""
"Female","55"
"Male","47"
"67",""
"Female","71"
"Male","57"
"68",""
"Female","66"
"Male","63"
"69",""
"Female","33"
"Male","33"
"7",""
"Female","271"
"Male","267"
"70",""
"Female","96"
"Male","62"
"71",""
"Female","29"
"Male","55"
"72",""
"Female","46"
"Male","51"
"73",""
"Female","26"
"Male","37"
"74",""
"Female","25"
"Male","29"
"75",""
"Female","44"
"Male","39"
"76",""
"Female","31"
"Male","24"
"77",""
"Female","23"
"Male","33"
"78",""
"Female","40"
"Male","31"
"79",""
"Female","23"
"Male","22"
"8",""
"Female","321"
"Male","297"
"80",""
"Female","21"
"Male","22"
"81",""
"Female","14"
"Male","19"
"82",""
"Female","14"
"Male","18"
"83",""
"Female","17"
"Male","18"
"84",""
"Female","17"
"Male","13"
"85",""
"Female","57"
"Male","65"
"9",""
"Female","240"
"Male","252"
