"Population by Educational Attainment","Number"
"Beginners",""
"Female","334"
"Male","392"
"Graduate and Equivalent",""
"Female","30"
"Male","92"
"Intermediate and Equivalent",""
"Female","178"
"Male","196"
"Level not Stated",""
"Female","12"
"Male","8"
"Lower Secondary (Class 6-8)",""
"Female","2031"
"Male","1542"
"Non Formal Education",""
"Female","936"
"Male","560"
"Others",""
"Female","6"
"Male","1"
"Post Graduate Equivalent and Above",""
"Female","2"
"Male","27"
"Primary Education (1-5 Class)",""
"Female","3006"
"Male","2709"
"Secondary Level (Class 9-10)",""
"Female","1049"
"Male","775"
"SLC and Equivalent",""
"Female","830"
"Male","693"
