"Population by Single Year of Age","Number"
"0",""
"Female","260"
"Male","264"
"1",""
"Female","129"
"Male","152"
"10",""
"Female","539"
"Male","637"
"11",""
"Female","226"
"Male","224"
"12",""
"Female","438"
"Male","491"
"13",""
"Female","270"
"Male","263"
"14",""
"Female","310"
"Male","337"
"15",""
"Female","307"
"Male","421"
"16",""
"Female","295"
"Male","336"
"17",""
"Female","199"
"Male","181"
"18",""
"Female","343"
"Male","422"
"19",""
"Female","150"
"Male","175"
"2",""
"Female","299"
"Male","334"
"20",""
"Female","483"
"Male","461"
"21",""
"Female","142"
"Male","150"
"22",""
"Female","278"
"Male","299"
"23",""
"Female","132"
"Male","158"
"24",""
"Female","172"
"Male","152"
"25",""
"Female","583"
"Male","474"
"26",""
"Female","126"
"Male","141"
"27",""
"Female","139"
"Male","163"
"28",""
"Female","233"
"Male","207"
"29",""
"Female","66"
"Male","95"
"3",""
"Female","307"
"Male","310"
"30",""
"Female","654"
"Male","476"
"31",""
"Female","47"
"Male","65"
"32",""
"Female","140"
"Male","154"
"33",""
"Female","72"
"Male","61"
"34",""
"Female","57"
"Male","62"
"35",""
"Female","645"
"Male","498"
"36",""
"Female","94"
"Male","124"
"37",""
"Female","83"
"Male","79"
"38",""
"Female","169"
"Male","127"
"39",""
"Female","51"
"Male","38"
"4",""
"Female","281"
"Male","318"
"40",""
"Female","577"
"Male","555"
"41",""
"Female","36"
"Male","34"
"42",""
"Female","95"
"Male","109"
"43",""
"Female","36"
"Male","48"
"44",""
"Female","47"
"Male","45"
"45",""
"Female","455"
"Male","450"
"46",""
"Female","67"
"Male","60"
"47",""
"Female","28"
"Male","45"
"48",""
"Female","93"
"Male","102"
"49",""
"Female","36"
"Male","40"
"5",""
"Female","423"
"Male","436"
"50",""
"Female","381"
"Male","467"
"51",""
"Female","19"
"Male","28"
"52",""
"Female","40"
"Male","61"
"53",""
"Female","17"
"Male","34"
"54",""
"Female","17"
"Male","14"
"55",""
"Female","301"
"Male","320"
"56",""
"Female","31"
"Male","40"
"57",""
"Female","26"
"Male","30"
"58",""
"Female","49"
"Male","53"
"59",""
"Female","14"
"Male","25"
"6",""
"Female","354"
"Male","350"
"60",""
"Female","266"
"Male","367"
"61",""
"Female","10"
"Male","26"
"62",""
"Female","41"
"Male","33"
"63",""
"Female","10"
"Male","12"
"64",""
"Female","6"
"Male","11"
"65",""
"Female","191"
"Male","206"
"66",""
"Female","8"
"Male","14"
"67",""
"Female","11"
"Male","8"
"68",""
"Female","23"
"Male","26"
"69",""
"Female","8"
"Male","16"
"7",""
"Female","359"
"Male","340"
"70",""
"Female","152"
"Male","195"
"71",""
"Female","10"
"Male","7"
"72",""
"Female","11"
"Male","15"
"73",""
"Female","7"
"Male","7"
"74",""
"Female","2"
"Male","3"
"75",""
"Female","60"
"Male","82"
"76",""
"Female","2"
"Male","3"
"77",""
"Female","4"
"Male","6"
"78",""
"Female","5"
"Male","7"
"79",""
"Female","0"
"Male","5"
"8",""
"Female","475"
"Male","513"
"80",""
"Female","41"
"Male","34"
"81",""
"Female","1"
"Male","1"
"82",""
"Female","4"
"Male","0"
"84",""
"Female","0"
"Male","2"
"85",""
"Female","24"
"Male","31"
"9",""
"Female","239"
"Male","255"
