"Population by Educational Attainment","Number"
"Beginners",""
"Female","44"
"Male","40"
"Graduate and Equivalent",""
"Female","6"
"Male","19"
"Intermediate and Equivalent",""
"Female","57"
"Male","74"
"Level not Stated",""
"Female","1"
"Male","1"
"Lower Secondary (Class 6-8)",""
"Female","293"
"Male","373"
"Non Formal Education",""
"Female","13"
"Male","18"
"Others",""
"Female","1"
"Male","3"
"Post Graduate Equivalent and Above",""
"Female","1"
"Male","5"
"Primary Education (1-5 Class)",""
"Female","747"
"Male","878"
"Secondary Level (Class 9-10)",""
"Female","165"
"Male","224"
"SLC and Equivalent",""
"Female","66"
"Male","105"
