"Population by Caste/Ethinicity","Number"
"Badi",""
"Female","352"
"Male","297"
"Bangali",""
"Female","5"
"Male","6"
"Baraee",""
"Female","7"
"Male","4"
"Bote",""
"Female","5"
"Male","8"
"Brahman - Hill",""
"Female","10555"
"Male","9409"
"Brahman - Tarai",""
"Female","12"
"Male","20"
"Chamar/ Harijan/ Ram",""
"Female","77"
"Male","76"
"Chhantyal/Chhantel",""
"Female","7"
"Male","7"
"Chhetri",""
"Female","20089"
"Male","16920"
"Dalit Others",""
"Female","393"
"Male","326"
"Damai/Dholi",""
"Female","2448"
"Male","2005"
"Dhanuk",""
"Female","5"
"Male","11"
"Foreigner",""
"Female","8"
"Male","4"
"Gaine",""
"Female","161"
"Male","150"
"Gharti/Bhujel",""
"Female","50"
"Male","46"
"Gurung",""
"Female","281"
"Male","231"
"Hajam/Thakur",""
"Female","8"
"Male","7"
"Halwai",""
"Female","314"
"Male","356"
"Kalwar",""
"Female","8"
"Male","15"
"Kami",""
"Female","5627"
"Male","4465"
"Kathabaniyan",""
"Female","71"
"Male","75"
"Kewat",""
"Female","4"
"Male","7"
"Koiri/Kushwaha",""
"Female","4"
"Male","10"
"Kori",""
"Female","46"
"Male","53"
"Kumal",""
"Female","113"
"Male","113"
"Kurmi",""
"Female","16"
"Male","11"
"Lhomi",""
"Female","32"
"Male","23"
"Limbu",""
"Female","15"
"Male","11"
"Lohar",""
"Female","11"
"Male","12"
"Magar",""
"Female","15022"
"Male","12279"
"Majhi",""
"Female","12"
"Male","6"
"Mallaha",""
"Female","6"
"Male","7"
"Marwadi",""
"Female","5"
"Male","10"
"Musahar",""
"Female","15"
"Male","19"
"Musalman",""
"Female","603"
"Male","711"
"Newar",""
"Female","1207"
"Male","1046"
"Others",""
"Female","47"
"Male","52"
"Rai",""
"Female","42"
"Male","35"
"Sanyasi/Dasnami",""
"Female","2084"
"Male","1756"
"Sarki",""
"Female","2024"
"Male","1728"
"Tamang",""
"Female","55"
"Male","55"
"Teli",""
"Female","20"
"Male","21"
"Terai Others",""
"Female","56"
"Male","56"
"Thakuri",""
"Female","1038"
"Male","848"
"Tharu",""
"Female","20836"
"Male","18965"
"Undefined Others",""
"Female","6"
"Male","8"
"Yadav",""
"Female","33"
"Male","49"
