"Population by Educational Attainment","Number"
"Beginners",""
"Female","2485"
"Male","2902"
"Graduate and Equivalent",""
"Female","717"
"Male","1733"
"Intermediate and Equivalent",""
"Female","2715"
"Male","3493"
"Level not Stated",""
"Female","197"
"Male","136"
"Lower Secondary (Class 6-8)",""
"Female","11820"
"Male","11142"
"Non Formal Education",""
"Female","2821"
"Male","1633"
"Others",""
"Female","49"
"Male","46"
"Post Graduate Equivalent and Above",""
"Female","116"
"Male","583"
"Primary Education (1-5 Class)",""
"Female","19986"
"Male","20697"
"Secondary Level (Class 9-10)",""
"Female","5805"
"Male","6113"
"SLC and Equivalent",""
"Female","4937"
"Male","5672"
