"Population by Educational Attainment","Number"
"Beginners",""
"Female","52"
"Male","59"
"Graduate and Equivalent",""
"Female","25"
"Male","48"
"Intermediate and Equivalent",""
"Female","187"
"Male","185"
"Level not Stated",""
"Female","6"
"Male","15"
"Lower Secondary (Class 6-8)",""
"Female","1038"
"Male","1127"
"Non Formal Education",""
"Female","713"
"Male","653"
"Others",""
"Female","5"
"Male","2"
"Post Graduate Equivalent and Above",""
"Female","3"
"Male","21"
"Primary Education (1-5 Class)",""
"Female","1490"
"Male","1842"
"Secondary Level (Class 9-10)",""
"Female","499"
"Male","553"
"SLC and Equivalent",""
"Female","423"
"Male","542"
