"Population by Single Year of Age","Number"
"0",""
"Female","71"
"Male","92"
"1",""
"Female","83"
"Male","87"
"10",""
"Female","160"
"Male","163"
"11",""
"Female","159"
"Male","169"
"12",""
"Female","218"
"Male","177"
"13",""
"Female","226"
"Male","219"
"14",""
"Female","225"
"Male","218"
"15",""
"Female","244"
"Male","197"
"16",""
"Female","263"
"Male","243"
"17",""
"Female","205"
"Male","174"
"18",""
"Female","238"
"Male","223"
"19",""
"Female","128"
"Male","143"
"2",""
"Female","102"
"Male","100"
"20",""
"Female","157"
"Male","118"
"21",""
"Female","133"
"Male","112"
"22",""
"Female","133"
"Male","107"
"23",""
"Female","100"
"Male","81"
"24",""
"Female","114"
"Male","93"
"25",""
"Female","133"
"Male","95"
"26",""
"Female","101"
"Male","69"
"27",""
"Female","103"
"Male","61"
"28",""
"Female","97"
"Male","71"
"29",""
"Female","63"
"Male","49"
"3",""
"Female","92"
"Male","98"
"30",""
"Female","149"
"Male","116"
"31",""
"Female","69"
"Male","52"
"32",""
"Female","115"
"Male","65"
"33",""
"Female","79"
"Male","70"
"34",""
"Female","70"
"Male","56"
"35",""
"Female","124"
"Male","99"
"36",""
"Female","91"
"Male","76"
"37",""
"Female","76"
"Male","57"
"38",""
"Female","107"
"Male","86"
"39",""
"Female","71"
"Male","52"
"4",""
"Female","102"
"Male","108"
"40",""
"Female","156"
"Male","103"
"41",""
"Female","56"
"Male","53"
"42",""
"Female","94"
"Male","85"
"43",""
"Female","56"
"Male","64"
"44",""
"Female","63"
"Male","58"
"45",""
"Female","131"
"Male","102"
"46",""
"Female","62"
"Male","58"
"47",""
"Female","58"
"Male","37"
"48",""
"Female","89"
"Male","81"
"49",""
"Female","73"
"Male","61"
"5",""
"Female","126"
"Male","104"
"50",""
"Female","166"
"Male","130"
"51",""
"Female","58"
"Male","66"
"52",""
"Female","91"
"Male","91"
"53",""
"Female","62"
"Male","64"
"54",""
"Female","63"
"Male","45"
"55",""
"Female","104"
"Male","85"
"56",""
"Female","73"
"Male","55"
"57",""
"Female","75"
"Male","58"
"58",""
"Female","84"
"Male","61"
"59",""
"Female","46"
"Male","63"
"6",""
"Female","124"
"Male","132"
"60",""
"Female","120"
"Male","127"
"61",""
"Female","52"
"Male","58"
"62",""
"Female","47"
"Male","42"
"63",""
"Female","38"
"Male","40"
"64",""
"Female","53"
"Male","40"
"65",""
"Female","72"
"Male","73"
"66",""
"Female","57"
"Male","37"
"67",""
"Female","54"
"Male","48"
"68",""
"Female","48"
"Male","53"
"69",""
"Female","40"
"Male","40"
"7",""
"Female","122"
"Male","131"
"70",""
"Female","94"
"Male","86"
"71",""
"Female","37"
"Male","29"
"72",""
"Female","48"
"Male","45"
"73",""
"Female","51"
"Male","30"
"74",""
"Female","23"
"Male","29"
"75",""
"Female","46"
"Male","45"
"76",""
"Female","24"
"Male","26"
"77",""
"Female","23"
"Male","30"
"78",""
"Female","29"
"Male","24"
"79",""
"Female","18"
"Male","18"
"8",""
"Female","133"
"Male","163"
"80",""
"Female","37"
"Male","31"
"81",""
"Female","14"
"Male","7"
"82",""
"Female","12"
"Male","14"
"83",""
"Female","17"
"Male","13"
"84",""
"Female","12"
"Male","8"
"85",""
"Female","40"
"Male","31"
"9",""
"Female","160"
"Male","142"
