"Population by Single Year of Age","Number"
"0",""
"Female","153"
"Male","147"
"1",""
"Female","116"
"Male","124"
"10",""
"Female","250"
"Male","201"
"11",""
"Female","204"
"Male","225"
"12",""
"Female","226"
"Male","261"
"13",""
"Female","204"
"Male","254"
"14",""
"Female","222"
"Male","241"
"15",""
"Female","191"
"Male","268"
"16",""
"Female","247"
"Male","197"
"17",""
"Female","185"
"Male","187"
"18",""
"Female","230"
"Male","229"
"19",""
"Female","161"
"Male","120"
"2",""
"Female","148"
"Male","178"
"20",""
"Female","210"
"Male","116"
"21",""
"Female","176"
"Male","113"
"22",""
"Female","172"
"Male","115"
"23",""
"Female","119"
"Male","78"
"24",""
"Female","155"
"Male","66"
"25",""
"Female","177"
"Male","89"
"26",""
"Female","128"
"Male","80"
"27",""
"Female","114"
"Male","71"
"28",""
"Female","122"
"Male","98"
"29",""
"Female","71"
"Male","57"
"3",""
"Female","173"
"Male","156"
"30",""
"Female","190"
"Male","96"
"31",""
"Female","69"
"Male","50"
"32",""
"Female","110"
"Male","76"
"33",""
"Female","67"
"Male","62"
"34",""
"Female","74"
"Male","48"
"35",""
"Female","195"
"Male","132"
"36",""
"Female","105"
"Male","68"
"37",""
"Female","80"
"Male","63"
"38",""
"Female","85"
"Male","73"
"39",""
"Female","68"
"Male","54"
"4",""
"Female","158"
"Male","132"
"40",""
"Female","181"
"Male","162"
"41",""
"Female","53"
"Male","71"
"42",""
"Female","79"
"Male","85"
"43",""
"Female","71"
"Male","51"
"44",""
"Female","42"
"Male","45"
"45",""
"Female","139"
"Male","108"
"46",""
"Female","64"
"Male","59"
"47",""
"Female","52"
"Male","52"
"48",""
"Female","67"
"Male","69"
"49",""
"Female","53"
"Male","47"
"5",""
"Female","168"
"Male","181"
"50",""
"Female","142"
"Male","137"
"51",""
"Female","55"
"Male","46"
"52",""
"Female","56"
"Male","67"
"53",""
"Female","65"
"Male","41"
"54",""
"Female","43"
"Male","45"
"55",""
"Female","73"
"Male","87"
"56",""
"Female","49"
"Male","55"
"57",""
"Female","54"
"Male","48"
"58",""
"Female","56"
"Male","44"
"59",""
"Female","38"
"Male","35"
"6",""
"Female","146"
"Male","181"
"60",""
"Female","150"
"Male","109"
"61",""
"Female","39"
"Male","38"
"62",""
"Female","52"
"Male","53"
"63",""
"Female","43"
"Male","38"
"64",""
"Female","26"
"Male","41"
"65",""
"Female","86"
"Male","66"
"66",""
"Female","41"
"Male","30"
"67",""
"Female","51"
"Male","28"
"68",""
"Female","35"
"Male","54"
"69",""
"Female","24"
"Male","19"
"7",""
"Female","153"
"Male","201"
"70",""
"Female","81"
"Male","80"
"71",""
"Female","23"
"Male","35"
"72",""
"Female","44"
"Male","34"
"73",""
"Female","19"
"Male","24"
"74",""
"Female","22"
"Male","20"
"75",""
"Female","51"
"Male","47"
"76",""
"Female","18"
"Male","27"
"77",""
"Female","32"
"Male","27"
"78",""
"Female","33"
"Male","35"
"79",""
"Female","11"
"Male","10"
"8",""
"Female","186"
"Male","194"
"80",""
"Female","48"
"Male","38"
"81",""
"Female","12"
"Male","11"
"82",""
"Female","21"
"Male","15"
"83",""
"Female","14"
"Male","11"
"84",""
"Female","19"
"Male","20"
"85",""
"Female","72"
"Male","59"
"9",""
"Female","178"
"Male","188"
