"Population by Caste Ethinicity","Number"
"Amat",""
"Female","299"
"Male","319"
"","618"
"Badhaee",""
"Female","224"
"Male","220"
"","444"
"Badi",""
"Female","15"
"Male","9"
"","24"
"Bangali",""
"Female","17"
"Male","13"
"","30"
"Bantaba",""
"Female","9"
"Male","6"
"","15"
"Bantar/Sardar",""
"Female","91"
"Male","74"
"","165"
"Baraee",""
"Female","154"
"Male","147"
"","301"
"Bin",""
"Female","33"
"Male","39"
"","72"
"Brahman - Hill",""
"Female","4772"
"Male","4020"
"","8792"
"Brahman - Tarai",""
"Female","26"
"Male","26"
"","52"
"Brahmu/ Baramo",""
"Female","72"
"Male","75"
"","147"
"Chamar/ Harijan/ Ram",""
"Female","127"
"Male","117"
"","244"
"Chhetri",""
"Female","4547"
"Male","3860"
"","8407"
"Dalit Others",""
"Female","42"
"Male","34"
"","76"
"Damai/Dholi",""
"Female","446"
"Male","379"
"","825"
"Danuwar",""
"Female","27"
"Male","21"
"","48"
"Dhanuk",""
"Female","154"
"Male","148"
"","302"
"Dhimal",""
"Female","69"
"Male","50"
"","119"
"Dom",""
"Female","13"
"Male","13"
"","26"
"Dusadh/ Pasawan/ Pasi",""
"Female","112"
"Male","111"
"","223"
"Gaderi/Bhedihar",""
"Female","21"
"Male","22"
"","43"
"Gangai",""
"Female","1709"
"Male","1602"
"","3311"
"Gharti/Bhujel",""
"Female","113"
"Male","82"
"","195"
"Gurung",""
"Female","76"
"Male","68"
"","144"
"Hajam/Thakur",""
"Female","209"
"Male","209"
"","418"
"Halwai",""
"Female","135"
"Male","122"
"","257"
"Hyolmo",""
"Female","10"
"Male","7"
"","17"
"Janajati Others",""
"Female","14"
"Male","14"
"","28"
"Kahar",""
"Female","36"
"Male","34"
"","70"
"Kalwar",""
"Female","24"
"Male","35"
"","59"
"Kamar",""
"Female","20"
"Male","25"
"","45"
"Kami",""
"Female","294"
"Male","260"
"","554"
"Kathabaniyan",""
"Female","62"
"Male","51"
"","113"
"Kayastha",""
"Female","46"
"Male","39"
"","85"
"Kewat",""
"Female","279"
"Male","283"
"","562"
"Khawas",""
"Female","16"
"Male","15"
"","31"
"Koiri/Kushwaha",""
"Female","89"
"Male","102"
"","191"
"Kumal",""
"Female","93"
"Male","89"
"","182"
"Kumhar",""
"Female","30"
"Male","27"
"","57"
"Kurmi",""
"Female","24"
"Male","23"
"","47"
"Kusunda",""
"Female","5"
"Male","6"
"","11"
"Limbu",""
"Female","659"
"Male","532"
"","1191"
"Lodh",""
"Female","6"
"Male","5"
"","11"
"Lohar",""
"Female","75"
"Male","58"
"","133"
"Magar",""
"Female","241"
"Male","207"
"","448"
"Majhi",""
"Female","449"
"Male","408"
"","857"
"Mallaha",""
"Female","257"
"Male","256"
"","513"
"Marwadi",""
"Female","12"
"Male","10"
"","22"
"Meche",""
"Female","5"
"Male","6"
"","11"
"Musahar",""
"Female","618"
"Male","613"
"","1231"
"Musalman",""
"Female","2206"
"Male","2089"
"","4295"
"Newar",""
"Female","742"
"Male","588"
"","1330"
"Nuniya",""
"Female","224"
"Male","233"
"","457"
"Others",""
"Female","56"
"Male","37"
"","93"
"Punjabi/Sikh",""
"Female","7"
"Male","7"
"","14"
"Rai",""
"Female","525"
"Male","410"
"","935"
"Rajbansi",""
"Female","1296"
"Male","1274"
"","2570"
"Rajput",""
"Female","22"
"Male","17"
"","39"
"Sanyasi/Dasnami",""
"Female","546"
"Male","507"
"","1053"
"Sarki",""
"Female","142"
"Male","122"
"","264"
"Satar/ Santhal",""
"Female","1307"
"Male","1224"
"","2531"
"Sonar",""
"Female","72"
"Male","77"
"","149"
"Sudhi",""
"Female","168"
"Male","179"
"","347"
"Sunuwar",""
"Female","26"
"Male","25"
"","51"
"Tajpuriya",""
"Female","2400"
"Male","2295"
"","4695"
"Tamang",""
"Female","369"
"Male","287"
"","656"
"Tatma/Tatwa",""
"Female","268"
"Male","266"
"","534"
"Teli",""
"Female","542"
"Male","552"
"","1094"
"Terai Others",""
"Female","440"
"Male","444"
"","884"
"Thakuri",""
"Female","19"
"Male","10"
"","29"
"Tharu",""
"Female","249"
"Male","240"
"","489"
"Undefined Others",""
"Female","74"
"Male","73"
"","147"
"Yadav",""
"Female","446"
"Male","457"
"","903"
"Yakkha",""
"Female","23"
"Male","31"
"","54"
