"Population by Educational Attainment","Number"
"Beginners",""
"Female","543"
"Male","573"
"","1116"
"Graduate and Equivalent",""
"Female","80"
"Male","321"
"","401"
"Intermediate and Equivalent",""
"Female","578"
"Male","850"
"","1428"
"Level not Stated",""
"Female","31"
"Male","39"
"","70"
"Lower Secondary (Class 6-8)",""
"Female","3179"
"Male","3677"
"","6856"
"Non Formal Education",""
"Female","638"
"Male","914"
"","1552"
"Others",""
"Female","6"
"Male","18"
"","24"
"Post Graduate Equivalent and Above",""
"Female","12"
"Male","78"
"","90"
"Primary Education (1-5 Class)",""
"Female","6060"
"Male","6925"
"","12985"
"Secondary Level (Class 9-10)",""
"Female","2190"
"Male","2358"
"","4548"
"SLC and Equivalent",""
"Female","1891"
"Male","1972"
"","3863"
