"Population by Caste/Ethinicity","Number"
"Badi",""
"Female","109"
"Male","85"
"Brahman - Hill",""
"Female","5399"
"Male","4541"
"Chhantyal/Chhantel",""
"Female","19"
"Male","7"
"Chhetri",""
"Female","4885"
"Male","3654"
"Damai/Dholi",""
"Female","410"
"Male","352"
"Gharti/Bhujel",""
"Female","18"
"Male","20"
"Gurung",""
"Female","187"
"Male","138"
"Kami",""
"Female","2056"
"Male","1609"
"Kumal",""
"Female","93"
"Male","98"
"Magar",""
"Female","3686"
"Male","2732"
"Musalman",""
"Female","58"
"Male","95"
"Newar",""
"Female","374"
"Male","342"
"Others",""
"Female","32"
"Male","39"
"Sanyasi/Dasnami",""
"Female","216"
"Male","161"
"Sarki",""
"Female","489"
"Male","344"
"Tamang",""
"Female","22"
"Male","14"
"Terai Others",""
"Female","15"
"Male","11"
"Thakali",""
"Female","17"
"Male","12"
"Thakuri",""
"Female","88"
"Male","66"
"Tharu",""
"Female","15"
"Male","27"
"Undefined Others",""
"Female","6"
"Male","7"
