"Population by Educational Attainment","Number"
"Beginners",""
"Female","745"
"Male","928"
"Graduate and Equivalent",""
"Female","146"
"Male","210"
"Intermediate and Equivalent",""
"Female","685"
"Male","690"
"Level not Stated",""
"Female","43"
"Male","28"
"Lower Secondary (Class 6-8)",""
"Female","4459"
"Male","4173"
"Non Formal Education",""
"Female","1516"
"Male","835"
"Others",""
"Female","7"
"Male","10"
"Post Graduate Equivalent and Above",""
"Female","23"
"Male","87"
"Primary Education (1-5 Class)",""
"Female","7047"
"Male","7247"
"Secondary Level (Class 9-10)",""
"Female","2429"
"Male","2013"
"SLC and Equivalent",""
"Female","1543"
"Male","1588"
