"Population by Educational Attainment","Number"
"Beginners",""
"Female","1093"
"Male","1223"
"Graduate and Equivalent",""
"Female","1031"
"Male","1772"
"Intermediate and Equivalent",""
"Female","2714"
"Male","3454"
"Level not Stated",""
"Female","128"
"Male","113"
"Lower Secondary (Class 6-8)",""
"Female","3432"
"Male","3993"
"Non Formal Education",""
"Female","1482"
"Male","1368"
"Others",""
"Female","10"
"Male","18"
"Post Graduate Equivalent and Above",""
"Female","223"
"Male","698"
"Primary Education (1-5 Class)",""
"Female","4832"
"Male","5159"
"Secondary Level (Class 9-10)",""
"Female","2665"
"Male","3201"
"SLC and Equivalent",""
"Female","3030"
"Male","4104"
