"Population by Caste/Ethinicity","Number"
"Badi",""
"Female","7"
"Male","7"
"Brahman - Hill",""
"Female","9836"
"Male","9870"
"Brahman - Tarai",""
"Female","13"
"Male","40"
"Chamar/ Harijan/ Ram",""
"Female","6"
"Male","7"
"Chepang /Praja",""
"Female","9"
"Male","19"
"Chhetri",""
"Female","9737"
"Male","9513"
"Dalit Others",""
"Female","193"
"Male","202"
"Damai/Dholi",""
"Female","299"
"Male","296"
"Danuwar",""
"Female","9"
"Male","9"
"Dhanuk",""
"Female","9"
"Male","25"
"Dhimal",""
"Female","10"
"Male","9"
"Gharti/Bhujel",""
"Female","165"
"Male","159"
"Gurung",""
"Female","227"
"Male","227"
"Hajam/Thakur",""
"Female","17"
"Male","44"
"Halwai",""
"Female","8"
"Male","12"
"Kalwar",""
"Female","4"
"Male","8"
"Kami",""
"Female","458"
"Male","469"
"Kanu",""
"Female","4"
"Male","7"
"Kathabaniyan",""
"Female","6"
"Male","7"
"Kayastha",""
"Female","15"
"Male","26"
"Koiri/Kushwaha",""
"Female","9"
"Male","25"
"Limbu",""
"Female","137"
"Male","140"
"Magar",""
"Female","729"
"Male","744"
"Majhi",""
"Female","56"
"Male","63"
"Musalman",""
"Female","45"
"Male","52"
"Newar",""
"Female","3204"
"Male","3251"
"Others",""
"Female","67"
"Male","86"
"Rai",""
"Female","655"
"Male","626"
"Rajput",""
"Female","10"
"Male","9"
"Sanyasi/Dasnami",""
"Female","96"
"Male","111"
"Sarki",""
"Female","520"
"Male","488"
"Sherpa",""
"Female","136"
"Male","144"
"Sunuwar",""
"Female","64"
"Male","66"
"Tamang",""
"Female","2887"
"Male","2976"
"Tatma/Tatwa",""
"Female","7"
"Male","7"
"Teli",""
"Female","21"
"Male","39"
"Terai Others",""
"Female","31"
"Male","48"
"Thakali",""
"Female","13"
"Male","8"
"Thakuri",""
"Female","96"
"Male","104"
"Thami",""
"Female","10"
"Male","12"
"Tharu",""
"Female","161"
"Male","229"
"Yadav",""
"Female","18"
"Male","49"
