"Population by Educational Attainment","Number"
"Beginners",""
"Female","129"
"Male","138"
"Graduate and Equivalent",""
"Female","14"
"Male","35"
"Intermediate and Equivalent",""
"Female","126"
"Male","109"
"Level not Stated",""
"Female","14"
"Male","6"
"Lower Secondary (Class 6-8)",""
"Female","790"
"Male","794"
"Non Formal Education",""
"Female","346"
"Male","349"
"Others",""
"Female","0"
"Male","3"
"Post Graduate Equivalent and Above",""
"Female","2"
"Male","12"
"Primary Education (1-5 Class)",""
"Female","1363"
"Male","1360"
"Secondary Level (Class 9-10)",""
"Female","387"
"Male","431"
"SLC and Equivalent",""
"Female","168"
"Male","237"
