"Population by disability type","Number"
"Blind/low vision",""
"Female","27"
"Male","37"
"","64"
"Deaf/hard of hearing",""
"Female","7"
"Male","10"
"","17"
"Deaf-Blind",""
"Female","3"
"Male","4"
"","7"
"Intellectual disable",""
"Female","2"
"Male","3"
"","5"
"Mental disable",""
"Female","8"
"Male","17"
"","25"
"Multiple disable",""
"Female","4"
"Male","12"
"","16"
"No disability",""
"Female","9821"
"Male","10635"
"","20456"
"Physical",""
"Female","36"
"Male","65"
"","101"
"Speech problem",""
"Female","10"
"Male","16"
"","26"
