"Population by Educational Attainment","Number"
"Beginners",""
"Female","232"
"Male","284"
"","516"
"Graduate and Equivalent",""
"Female","4"
"Male","19"
"","23"
"Intermediate and Equivalent",""
"Female","19"
"Male","61"
"","80"
"Level not Stated",""
"Female","2"
"Male","7"
"","9"
"Lower Secondary (Class 6-8)",""
"Female","403"
"Male","525"
"","928"
"Non Formal Education",""
"Female","220"
"Male","259"
"","479"
"Others",""
"Female","0"
"Male","2"
"","2"
"Post Graduate Equivalent and Above",""
"Female","0"
"Male","5"
"","5"
"Primary Education (1-5 Class)",""
"Female","1311"
"Male","1463"
"","2774"
"Secondary Level (Class 9-10)",""
"Female","138"
"Male","241"
"","379"
"SLC and Equivalent",""
"Female","77"
"Male","131"
"","208"
