"Population by disability type","Number"
"Blind/low vision",""
"Female","68"
"Male","56"
"","124"
"Deaf/hard of hearing",""
"Female","62"
"Male","65"
"","127"
"Deaf-Blind",""
"Female","4"
"Male","8"
"","12"
"Intellectual disable",""
"Female","3"
"Male","6"
"","9"
"Mental disable",""
"Female","3"
"Male","1"
"","4"
"Multiple disable",""
"Female","20"
"Male","15"
"","35"
"No disability",""
"Female","5577"
"Male","4760"
"","10337"
"Physical",""
"Female","88"
"Male","111"
"","199"
"Speech problem",""
"Female","21"
"Male","13"
"","34"
