"Population by Educational Attainment","Number"
"Beginners",""
"Female","44"
"Male","64"
"Graduate and Equivalent",""
"Female","0"
"Male","10"
"Intermediate and Equivalent",""
"Female","8"
"Male","21"
"Level not Stated",""
"Female","0"
"Male","3"
"Lower Secondary (Class 6-8)",""
"Female","13"
"Male","51"
"Non Formal Education",""
"Female","26"
"Male","154"
"Others",""
"Female","0"
"Male","2"
"Post Graduate Equivalent and Above",""
"Female","0"
"Male","1"
"Primary Education (1-5 Class)",""
"Female","156"
"Male","216"
"Secondary Level (Class 9-10)",""
"Female","7"
"Male","25"
"SLC and Equivalent",""
"Female","4"
"Male","26"
