"Population by Educational Attainment","Number"
"Beginners",""
"Female","217"
"Male","265"
"Graduate and Equivalent",""
"Female","30"
"Male","90"
"Intermediate and Equivalent",""
"Female","103"
"Male","229"
"Level not Stated",""
"Female","41"
"Male","57"
"Lower Secondary (Class 6-8)",""
"Female","472"
"Male","1256"
"Non Formal Education",""
"Female","27"
"Male","28"
"Others",""
"Female","64"
"Male","81"
"Post Graduate Equivalent and Above",""
"Female","12"
"Male","23"
"Primary Education (1-5 Class)",""
"Female","2232"
"Male","3661"
"Secondary Level (Class 9-10)",""
"Female","188"
"Male","529"
"SLC and Equivalent",""
"Female","96"
"Male","211"
