"Population by Single Year of Age","Number"
"0",""
"Female","392"
"Male","400"
"1",""
"Female","302"
"Male","315"
"10",""
"Female","715"
"Male","761"
"11",""
"Female","248"
"Male","281"
"12",""
"Female","633"
"Male","728"
"13",""
"Female","292"
"Male","337"
"14",""
"Female","347"
"Male","416"
"15",""
"Female","449"
"Male","589"
"16",""
"Female","401"
"Male","407"
"17",""
"Female","231"
"Male","257"
"18",""
"Female","504"
"Male","531"
"19",""
"Female","158"
"Male","187"
"2",""
"Female","387"
"Male","420"
"20",""
"Female","652"
"Male","586"
"21",""
"Female","135"
"Male","166"
"22",""
"Female","389"
"Male","431"
"23",""
"Female","212"
"Male","169"
"24",""
"Female","173"
"Male","137"
"25",""
"Female","528"
"Male","697"
"26",""
"Female","156"
"Male","184"
"27",""
"Female","110"
"Male","154"
"28",""
"Female","423"
"Male","300"
"29",""
"Female","68"
"Male","62"
"3",""
"Female","459"
"Male","435"
"30",""
"Female","623"
"Male","657"
"31",""
"Female","37"
"Male","36"
"32",""
"Female","272"
"Male","256"
"33",""
"Female","99"
"Male","57"
"34",""
"Female","65"
"Male","49"
"35",""
"Female","482"
"Male","651"
"36",""
"Female","69"
"Male","77"
"37",""
"Female","41"
"Male","48"
"38",""
"Female","297"
"Male","137"
"39",""
"Female","49"
"Male","35"
"4",""
"Female","417"
"Male","412"
"40",""
"Female","495"
"Male","644"
"41",""
"Female","24"
"Male","26"
"42",""
"Female","169"
"Male","138"
"43",""
"Female","100"
"Male","25"
"44",""
"Female","36"
"Male","35"
"45",""
"Female","421"
"Male","554"
"46",""
"Female","45"
"Male","53"
"47",""
"Female","22"
"Male","39"
"48",""
"Female","182"
"Male","96"
"49",""
"Female","31"
"Male","16"
"5",""
"Female","629"
"Male","612"
"50",""
"Female","349"
"Male","528"
"51",""
"Female","23"
"Male","32"
"52",""
"Female","65"
"Male","58"
"53",""
"Female","39"
"Male","30"
"54",""
"Female","20"
"Male","19"
"55",""
"Female","269"
"Male","291"
"56",""
"Female","29"
"Male","39"
"57",""
"Female","18"
"Male","22"
"58",""
"Female","96"
"Male","54"
"59",""
"Female","25"
"Male","16"
"6",""
"Female","476"
"Male","498"
"60",""
"Female","264"
"Male","420"
"61",""
"Female","11"
"Male","22"
"62",""
"Female","67"
"Male","40"
"63",""
"Female","23"
"Male","21"
"64",""
"Female","17"
"Male","10"
"65",""
"Female","260"
"Male","213"
"66",""
"Female","20"
"Male","23"
"67",""
"Female","12"
"Male","18"
"68",""
"Female","47"
"Male","47"
"69",""
"Female","14"
"Male","10"
"7",""
"Female","406"
"Male","442"
"70",""
"Female","203"
"Male","287"
"71",""
"Female","7"
"Male","11"
"72",""
"Female","30"
"Male","28"
"73",""
"Female","8"
"Male","7"
"74",""
"Female","3"
"Male","3"
"75",""
"Female","93"
"Male","108"
"76",""
"Female","6"
"Male","7"
"77",""
"Female","2"
"Male","2"
"78",""
"Female","4"
"Male","8"
"79",""
"Female","0"
"Male","2"
"8",""
"Female","692"
"Male","705"
"80",""
"Female","62"
"Male","77"
"81",""
"Female","0"
"Male","2"
"82",""
"Female","2"
"Male","2"
"84",""
"Female","2"
"Male","1"
"85",""
"Female","40"
"Male","59"
"9",""
"Female","291"
"Male","313"
