"Population by Caste/Ethinicity","Number"
"Badhaee",""
"Female","150"
"Male","196"
"Bangali",""
"Female","56"
"Male","70"
"Baraee",""
"Female","46"
"Male","52"
"Brahman - Hill",""
"Female","146"
"Male","158"
"Brahman - Tarai",""
"Female","397"
"Male","418"
"Chamar/ Harijan/ Ram",""
"Female","597"
"Male","706"
"Chhetri",""
"Female","224"
"Male","227"
"Chidimar",""
"Female","12"
"Male","21"
"Dalit Others",""
"Female","132"
"Male","176"
"Damai/Dholi",""
"Female","258"
"Male","272"
"Dhobi",""
"Female","385"
"Male","447"
"Dusadh/ Pasawan/ Pasi",""
"Female","547"
"Male","619"
"Gaderi/Bhedihar",""
"Female","89"
"Male","89"
"Hajam/Thakur",""
"Female","358"
"Male","380"
"Halwai",""
"Female","61"
"Male","68"
"Jhangad/ Dhagar",""
"Female","7"
"Male","11"
"Kahar",""
"Female","29"
"Male","32"
"Kalwar",""
"Female","40"
"Male","43"
"Kami",""
"Female","102"
"Male","89"
"Kanu",""
"Female","6"
"Male","6"
"Kathabaniyan",""
"Female","132"
"Male","139"
"Kayastha",""
"Female","263"
"Male","275"
"Kewat",""
"Female","99"
"Male","95"
"Khatwe",""
"Female","107"
"Male","100"
"Koiri/Kushwaha",""
"Female","561"
"Male","596"
"Kori",""
"Female","56"
"Male","53"
"Kumal",""
"Female","22"
"Male","26"
"Kumhar",""
"Female","112"
"Male","139"
"Kurmi",""
"Female","261"
"Male","304"
"Lodh",""
"Female","16"
"Male","15"
"Lohar",""
"Female","68"
"Male","69"
"Magar",""
"Female","156"
"Male","137"
"Majhi",""
"Female","5"
"Male","7"
"Mali",""
"Female","8"
"Male","8"
"Mallaha",""
"Female","39"
"Male","53"
"Musalman",""
"Female","7831"
"Male","7946"
"Newar",""
"Female","21"
"Male","13"
"Others",""
"Female","30"
"Male","18"
"Sanyasi/Dasnami",""
"Female","65"
"Male","49"
"Sonar",""
"Female","51"
"Male","45"
"Teli",""
"Female","232"
"Male","253"
"Terai Others",""
"Female","68"
"Male","68"
"Thakuri",""
"Female","11"
"Male","8"
"Tharu",""
"Female","467"
"Male","528"
"Yadav",""
"Female","2641"
"Male","2954"
