"Population by Educational Attainment","Number"
"Beginners",""
"Female","346"
"Male","416"
"Graduate and Equivalent",""
"Female","147"
"Male","381"
"Intermediate and Equivalent",""
"Female","615"
"Male","939"
"Level not Stated",""
"Female","80"
"Male","90"
"Lower Secondary (Class 6-8)",""
"Female","2290"
"Male","3161"
"Non Formal Education",""
"Female","557"
"Male","727"
"Others",""
"Female","6"
"Male","6"
"Post Graduate Equivalent and Above",""
"Female","18"
"Male","83"
"Primary Education (1-5 Class)",""
"Female","4434"
"Male","5463"
"Secondary Level (Class 9-10)",""
"Female","1063"
"Male","1825"
"SLC and Equivalent",""
"Female","1103"
"Male","1903"
