"Population by Single Year of Age","Number"
"0",""
"Female","457"
"Male","356"
"1",""
"Female","290"
"Male","320"
"10",""
"Female","743"
"Male","778"
"11",""
"Female","431"
"Male","440"
"12",""
"Female","649"
"Male","665"
"13",""
"Female","516"
"Male","493"
"14",""
"Female","561"
"Male","557"
"15",""
"Female","527"
"Male","573"
"16",""
"Female","517"
"Male","545"
"17",""
"Female","461"
"Male","477"
"18",""
"Female","602"
"Male","661"
"19",""
"Female","318"
"Male","337"
"2",""
"Female","406"
"Male","450"
"20",""
"Female","573"
"Male","568"
"21",""
"Female","315"
"Male","286"
"22",""
"Female","510"
"Male","472"
"23",""
"Female","325"
"Male","325"
"24",""
"Female","315"
"Male","329"
"25",""
"Female","750"
"Male","588"
"26",""
"Female","337"
"Male","331"
"27",""
"Female","290"
"Male","289"
"28",""
"Female","447"
"Male","403"
"29",""
"Female","159"
"Male","212"
"3",""
"Female","440"
"Male","447"
"30",""
"Female","899"
"Male","701"
"31",""
"Female","76"
"Male","138"
"32",""
"Female","352"
"Male","375"
"33",""
"Female","115"
"Male","166"
"34",""
"Female","133"
"Male","142"
"35",""
"Female","842"
"Male","818"
"36",""
"Female","178"
"Male","182"
"37",""
"Female","144"
"Male","147"
"38",""
"Female","218"
"Male","241"
"39",""
"Female","73"
"Male","100"
"4",""
"Female","420"
"Male","491"
"40",""
"Female","802"
"Male","787"
"41",""
"Female","59"
"Male","83"
"42",""
"Female","165"
"Male","217"
"43",""
"Female","72"
"Male","91"
"44",""
"Female","77"
"Male","123"
"45",""
"Female","611"
"Male","609"
"46",""
"Female","85"
"Male","112"
"47",""
"Female","62"
"Male","116"
"48",""
"Female","133"
"Male","143"
"49",""
"Female","52"
"Male","55"
"5",""
"Female","541"
"Male","563"
"50",""
"Female","514"
"Male","594"
"51",""
"Female","65"
"Male","63"
"52",""
"Female","96"
"Male","126"
"53",""
"Female","90"
"Male","124"
"54",""
"Female","42"
"Male","62"
"55",""
"Female","365"
"Male","381"
"56",""
"Female","71"
"Male","87"
"57",""
"Female","52"
"Male","59"
"58",""
"Female","96"
"Male","111"
"59",""
"Female","39"
"Male","58"
"6",""
"Female","482"
"Male","480"
"60",""
"Female","488"
"Male","504"
"61",""
"Female","53"
"Male","65"
"62",""
"Female","65"
"Male","68"
"63",""
"Female","37"
"Male","47"
"64",""
"Female","34"
"Male","27"
"65",""
"Female","259"
"Male","287"
"66",""
"Female","50"
"Male","49"
"67",""
"Female","51"
"Male","42"
"68",""
"Female","45"
"Male","98"
"69",""
"Female","18"
"Male","36"
"7",""
"Female","540"
"Male","503"
"70",""
"Female","207"
"Male","251"
"71",""
"Female","16"
"Male","20"
"72",""
"Female","29"
"Male","43"
"73",""
"Female","14"
"Male","24"
"74",""
"Female","11"
"Male","9"
"75",""
"Female","85"
"Male","88"
"76",""
"Female","16"
"Male","18"
"77",""
"Female","18"
"Male","16"
"78",""
"Female","25"
"Male","32"
"79",""
"Female","2"
"Male","14"
"8",""
"Female","603"
"Male","711"
"80",""
"Female","58"
"Male","54"
"81",""
"Female","6"
"Male","13"
"82",""
"Female","9"
"Male","10"
"83",""
"Female","6"
"Male","8"
"84",""
"Female","9"
"Male","15"
"85",""
"Female","75"
"Male","67"
"9",""
"Female","397"
"Male","475"
