"Population by Educational Attainment","Number"
"Beginners",""
"Female","288"
"Male","371"
"","659"
"Graduate and Equivalent",""
"Female","30"
"Male","93"
"","123"
"Intermediate and Equivalent",""
"Female","220"
"Male","243"
"","463"
"Level not Stated",""
"Female","12"
"Male","19"
"","31"
"Lower Secondary (Class 6-8)",""
"Female","1997"
"Male","1856"
"","3853"
"Non Formal Education",""
"Female","439"
"Male","483"
"","922"
"Others",""
"Female","0"
"Male","0"
"","0"
"Post Graduate Equivalent and Above",""
"Female","2"
"Male","17"
"","19"
"Primary Education (1-5 Class)",""
"Female","2845"
"Male","3077"
"","5922"
"Secondary Level (Class 9-10)",""
"Female","1067"
"Male","1053"
"","2120"
"SLC and Equivalent",""
"Female","895"
"Male","892"
"","1787"
