"Population by Educational Attainment","Number"
"Beginners",""
"Female","346"
"Male","382"
"Graduate and Equivalent",""
"Female","103"
"Male","248"
"Intermediate and Equivalent",""
"Female","666"
"Male","568"
"Level not Stated",""
"Female","93"
"Male","59"
"Lower Secondary (Class 6-8)",""
"Female","1603"
"Male","1683"
"Non Formal Education",""
"Female","623"
"Male","511"
"Others",""
"Female","6"
"Male","8"
"Post Graduate Equivalent and Above",""
"Female","10"
"Male","81"
"Primary Education (1-5 Class)",""
"Female","3420"
"Male","3610"
"Secondary Level (Class 9-10)",""
"Female","1026"
"Male","1165"
"SLC and Equivalent",""
"Female","852"
"Male","874"
