"Population by Caste/Ethinicity","Number"
"#VALUE!",""
"Female","10"
"Male","8"
"Badi",""
"Female","5"
"Male","8"
"Bahing",""
"Female","521"
"Male","414"
"Brahman - Hill",""
"Female","2048"
"Male","1857"
"Chhetri",""
"Female","2777"
"Male","2199"
"Damai/Dholi",""
"Female","535"
"Male","430"
"Gharti/Bhujel",""
"Female","394"
"Male","345"
"Gurung",""
"Female","818"
"Male","594"
"Hajam/Thakur",""
"Female","55"
"Male","59"
"Kami",""
"Female","668"
"Male","544"
"Limbu",""
"Female","9"
"Male","11"
"Magar",""
"Female","2112"
"Male","1609"
"Majhi",""
"Female","14"
"Male","12"
"Marwadi",""
"Female","10"
"Male","9"
"Natuwa",""
"Female","8"
"Male","6"
"Newar",""
"Female","1315"
"Male","1081"
"Nuniya",""
"Female","4"
"Male","9"
"Others",""
"Female","57"
"Male","63"
"Rai",""
"Female","812"
"Male","627"
"Samgpang",""
"Female","25"
"Male","24"
"Sanyasi/Dasnami",""
"Female","186"
"Male","153"
"Sarki",""
"Female","525"
"Male","475"
"Satar/ Santhal",""
"Female","29"
"Male","29"
"Sherpa",""
"Female","1717"
"Male","1445"
"Sonar",""
"Female","8"
"Male","12"
"Sunuwar",""
"Female","21"
"Male","15"
"Tamang",""
"Female","597"
"Male","473"
"Teli",""
"Female","0"
"Male","13"
"Tharu",""
"Female","10"
"Male","21"
"Thulung",""
"Female","24"
"Male","12"
"Undefined Others",""
"Female","28"
"Male","29"
"Yadav",""
"Female","6"
"Male","20"
"Yakkha",""
"Female","22"
"Male","19"
