"Population by Educational Attainment","Number"
"Beginners",""
"Female","418"
"Male","497"
"Graduate and Equivalent",""
"Female","79"
"Male","199"
"Intermediate and Equivalent",""
"Female","560"
"Male","616"
"Level not Stated",""
"Female","62"
"Male","81"
"Lower Secondary (Class 6-8)",""
"Female","3404"
"Male","3895"
"Non Formal Education",""
"Female","671"
"Male","733"
"Others",""
"Female","8"
"Male","15"
"Post Graduate Equivalent and Above",""
"Female","7"
"Male","68"
"Primary Education (1-5 Class)",""
"Female","8039"
"Male","9120"
"Secondary Level (Class 9-10)",""
"Female","1322"
"Male","1894"
"SLC and Equivalent",""
"Female","1354"
"Male","1688"
