"Population by Educational Attainment","Number"
"Beginners",""
"Female","7"
"Male","4"
"Graduate and Equivalent",""
"Female","3"
"Male","15"
"Intermediate and Equivalent",""
"Female","21"
"Male","56"
"Level not Stated",""
"Female","3"
"Male","2"
"Lower Secondary (Class 6-8)",""
"Female","87"
"Male","106"
"Non Formal Education",""
"Female","8"
"Male","15"
"Others",""
"Female","3"
"Male","24"
"Post Graduate Equivalent and Above",""
"Female","0"
"Male","2"
"Primary Education (1-5 Class)",""
"Female","331"
"Male","349"
"Secondary Level (Class 9-10)",""
"Female","24"
"Male","53"
"SLC and Equivalent",""
"Female","46"
"Male","74"
