"Population by Educational Attainment","Number"
"Beginners",""
"Female","239"
"Male","261"
"","500"
"Graduate and Equivalent",""
"Female","64"
"Male","104"
"","168"
"Intermediate and Equivalent",""
"Female","278"
"Male","397"
"","675"
"Level not Stated",""
"Female","191"
"Male","279"
"","470"
"Lower Secondary (Class 6-8)",""
"Female","1494"
"Male","1771"
"","3265"
"Non Formal Education",""
"Female","351"
"Male","545"
"","896"
"Others",""
"Female","1"
"Male","7"
"","8"
"Post Graduate Equivalent and Above",""
"Female","16"
"Male","38"
"","54"
"Primary Education (1-5 Class)",""
"Female","2889"
"Male","3730"
"","6619"
"Secondary Level (Class 9-10)",""
"Female","678"
"Male","724"
"","1402"
"SLC and Equivalent",""
"Female","309"
"Male","479"
"","788"
