"Population by disability type","Number"
"Blind/low vision",""
"Female","56"
"Male","63"
"","119"
"Deaf/hard of hearing",""
"Female","43"
"Male","58"
"","101"
"Deaf-Blind",""
"Female","4"
"Male","5"
"","9"
"Intellectual disable",""
"Female","24"
"Male","31"
"","55"
"Mental disable",""
"Female","18"
"Male","11"
"","29"
"Multiple disable",""
"Female","16"
"Male","18"
"","34"
"No disability",""
"Female","13486"
"Male","12913"
"","26399"
"Physical",""
"Female","100"
"Male","156"
"","256"
"Speech problem",""
"Female","26"
"Male","56"
"","82"
