"Population by Educational Attainment","Number"
"Beginners",""
"Female","386"
"Male","437"
"","823"
"Graduate and Equivalent",""
"Female","58"
"Male","109"
"","167"
"Intermediate and Equivalent",""
"Female","256"
"Male","292"
"","548"
"Level not Stated",""
"Female","11"
"Male","16"
"","27"
"Lower Secondary (Class 6-8)",""
"Female","1226"
"Male","1392"
"","2618"
"Non Formal Education",""
"Female","219"
"Male","231"
"","450"
"Others",""
"Female","4"
"Male","10"
"","14"
"Post Graduate Equivalent and Above",""
"Female","6"
"Male","49"
"","55"
"Primary Education (1-5 Class)",""
"Female","3499"
"Male","4066"
"","7565"
"Secondary Level (Class 9-10)",""
"Female","562"
"Male","638"
"","1200"
"SLC and Equivalent",""
"Female","475"
"Male","610"
"","1085"
