"Population by Educational Attainment","Number"
"Beginners",""
"Female","281"
"Male","343"
"Graduate and Equivalent",""
"Female","245"
"Male","543"
"Intermediate and Equivalent",""
"Female","656"
"Male","1033"
"Level not Stated",""
"Female","77"
"Male","106"
"Lower Secondary (Class 6-8)",""
"Female","2215"
"Male","3028"
"Non Formal Education",""
"Female","318"
"Male","356"
"Others",""
"Female","11"
"Male","28"
"Post Graduate Equivalent and Above",""
"Female","27"
"Male","85"
"Primary Education (1-5 Class)",""
"Female","4860"
"Male","5915"
"Secondary Level (Class 9-10)",""
"Female","1403"
"Male","2135"
"SLC and Equivalent",""
"Female","1045"
"Male","1661"
