"Population by Educational Attainment","Number"
"Beginners",""
"Female","247"
"Male","266"
"Graduate and Equivalent",""
"Female","33"
"Male","78"
"Intermediate and Equivalent",""
"Female","204"
"Male","220"
"Level not Stated",""
"Female","42"
"Male","19"
"Lower Secondary (Class 6-8)",""
"Female","1594"
"Male","1214"
"Non Formal Education",""
"Female","457"
"Male","426"
"Others",""
"Female","4"
"Male","3"
"Post Graduate Equivalent and Above",""
"Female","6"
"Male","30"
"Primary Education (1-5 Class)",""
"Female","2722"
"Male","2628"
"Secondary Level (Class 9-10)",""
"Female","727"
"Male","722"
"SLC and Equivalent",""
"Female","579"
"Male","569"
