"Population by Educational Attainment","Number"
"Beginners",""
"Female","14"
"Male","12"
"Graduate and Equivalent",""
"Female","3"
"Male","10"
"Intermediate and Equivalent",""
"Female","9"
"Male","16"
"Level not Stated",""
"Female","2"
"Male","2"
"Lower Secondary (Class 6-8)",""
"Female","64"
"Male","81"
"Non Formal Education",""
"Female","29"
"Male","41"
"Others",""
"Female","0"
"Male","4"
"Post Graduate Equivalent and Above",""
"Female","0"
"Male","0"
"Primary Education (1-5 Class)",""
"Female","169"
"Male","180"
"Secondary Level (Class 9-10)",""
"Female","13"
"Male","34"
"SLC and Equivalent",""
"Female","10"
"Male","42"
