"Population by Single Year of Age","Number"
"0",""
"Female","153"
"Male","160"
"1",""
"Female","139"
"Male","148"
"10",""
"Female","255"
"Male","222"
"11",""
"Female","206"
"Male","187"
"12",""
"Female","234"
"Male","261"
"13",""
"Female","205"
"Male","217"
"14",""
"Female","241"
"Male","240"
"15",""
"Female","212"
"Male","187"
"16",""
"Female","187"
"Male","200"
"17",""
"Female","188"
"Male","164"
"18",""
"Female","207"
"Male","193"
"19",""
"Female","114"
"Male","104"
"2",""
"Female","177"
"Male","167"
"20",""
"Female","155"
"Male","141"
"21",""
"Female","120"
"Male","79"
"22",""
"Female","184"
"Male","110"
"23",""
"Female","101"
"Male","94"
"24",""
"Female","110"
"Male","74"
"25",""
"Female","141"
"Male","119"
"26",""
"Female","85"
"Male","95"
"27",""
"Female","100"
"Male","78"
"28",""
"Female","107"
"Male","90"
"29",""
"Female","51"
"Male","50"
"3",""
"Female","199"
"Male","166"
"30",""
"Female","148"
"Male","133"
"31",""
"Female","58"
"Male","39"
"32",""
"Female","94"
"Male","91"
"33",""
"Female","48"
"Male","47"
"34",""
"Female","47"
"Male","53"
"35",""
"Female","127"
"Male","115"
"36",""
"Female","75"
"Male","78"
"37",""
"Female","44"
"Male","46"
"38",""
"Female","66"
"Male","70"
"39",""
"Female","46"
"Male","44"
"4",""
"Female","203"
"Male","203"
"40",""
"Female","149"
"Male","159"
"41",""
"Female","45"
"Male","35"
"42",""
"Female","63"
"Male","84"
"43",""
"Female","38"
"Male","51"
"44",""
"Female","52"
"Male","31"
"45",""
"Female","89"
"Male","113"
"46",""
"Female","31"
"Male","41"
"47",""
"Female","34"
"Male","25"
"48",""
"Female","45"
"Male","47"
"49",""
"Female","35"
"Male","30"
"5",""
"Female","211"
"Male","240"
"50",""
"Female","107"
"Male","96"
"51",""
"Female","22"
"Male","34"
"52",""
"Female","44"
"Male","45"
"53",""
"Female","20"
"Male","32"
"54",""
"Female","36"
"Male","38"
"55",""
"Female","47"
"Male","51"
"56",""
"Female","30"
"Male","30"
"57",""
"Female","21"
"Male","29"
"58",""
"Female","24"
"Male","36"
"59",""
"Female","24"
"Male","18"
"6",""
"Female","227"
"Male","227"
"60",""
"Female","69"
"Male","62"
"61",""
"Female","23"
"Male","23"
"62",""
"Female","27"
"Male","29"
"63",""
"Female","15"
"Male","11"
"64",""
"Female","11"
"Male","11"
"65",""
"Female","31"
"Male","41"
"66",""
"Female","12"
"Male","14"
"67",""
"Female","20"
"Male","23"
"68",""
"Female","22"
"Male","19"
"69",""
"Female","7"
"Male","16"
"7",""
"Female","222"
"Male","227"
"70",""
"Female","27"
"Male","30"
"71",""
"Female","13"
"Male","8"
"72",""
"Female","18"
"Male","11"
"73",""
"Female","9"
"Male","8"
"74",""
"Female","10"
"Male","12"
"75",""
"Female","41"
"Male","23"
"76",""
"Female","6"
"Male","8"
"77",""
"Female","9"
"Male","18"
"78",""
"Female","11"
"Male","15"
"79",""
"Female","8"
"Male","5"
"8",""
"Female","223"
"Male","227"
"80",""
"Female","27"
"Male","12"
"81",""
"Female","3"
"Male","5"
"82",""
"Female","2"
"Male","3"
"83",""
"Female","5"
"Male","5"
"84",""
"Female","4"
"Male","3"
"85",""
"Female","34"
"Male","18"
"9",""
"Female","204"
"Male","220"
