"Population by Educational Attainment","Number"
"Beginners",""
"Female","203"
"Male","206"
"","409"
"Graduate and Equivalent",""
"Female","91"
"Male","165"
"","256"
"Intermediate and Equivalent",""
"Female","332"
"Male","373"
"","705"
"Level not Stated",""
"Female","22"
"Male","37"
"","59"
"Lower Secondary (Class 6-8)",""
"Female","2129"
"Male","1518"
"","3647"
"Non Formal Education",""
"Female","509"
"Male","403"
"","912"
"Others",""
"Female","3"
"Male","3"
"","6"
"Post Graduate Equivalent and Above",""
"Female","10"
"Male","27"
"","37"
"Primary Education (1-5 Class)",""
"Female","2786"
"Male","2771"
"","5557"
"Secondary Level (Class 9-10)",""
"Female","1334"
"Male","1007"
"","2341"
"SLC and Equivalent",""
"Female","814"
"Male","705"
"","1519"
