"Population by disability type","Number"
"Blind/low vision",""
"Female","35"
"Male","57"
"","92"
"Deaf/hard of hearing",""
"Female","36"
"Male","26"
"","62"
"Deaf-Blind",""
"Female","1"
"Male","3"
"","4"
"Intellectual disable",""
"Female","4"
"Male","11"
"","15"
"Mental disable",""
"Female","8"
"Male","6"
"","14"
"Multiple disable",""
"Female","14"
"Male","21"
"","35"
"No disability",""
"Female","8136"
"Male","7270"
"","15406"
"Physical",""
"Female","85"
"Male","135"
"","220"
"Speech problem",""
"Female","11"
"Male","24"
"","35"
