"Population by Educational Attainment","Number"
"Beginners",""
"Female","118"
"Male","175"
"","293"
"Graduate and Equivalent",""
"Female","14"
"Male","58"
"","72"
"Intermediate and Equivalent",""
"Female","164"
"Male","259"
"","423"
"Level not Stated",""
"Female","49"
"Male","25"
"","74"
"Lower Secondary (Class 6-8)",""
"Female","1057"
"Male","1226"
"","2283"
"Non Formal Education",""
"Female","141"
"Male","75"
"","216"
"Others",""
"Female","1"
"Male","4"
"","5"
"Post Graduate Equivalent and Above",""
"Female","2"
"Male","23"
"","25"
"Primary Education (1-5 Class)",""
"Female","2017"
"Male","2299"
"","4316"
"Secondary Level (Class 9-10)",""
"Female","543"
"Male","716"
"","1259"
"SLC and Equivalent",""
"Female","305"
"Male","484"
"","789"
